sentence	label
谷區且 其他 位於 提瓦坎 年代	1
年 發動 日本 入侵 台灣	1
她 於 年 在 康乃爾	1
二十歲 她 在 出頭 時到	1
软件测试 的 测试 范围 通常	0
之後 她 在 星光 大道	1
移居 鄭經 設置 制度 開墾	1
在 冷锢 囚锋 中 超越	0
勝過 雜誌 雖然 許多 歌曲	1
之後 不久 便 派出 兩架	1
其他 聲稱 他們 沒有 消息來源	1
就 像 黑礁 鯊 一樣	1
是 搜救 與 時 據報	1
暖鋒 過境 後 通常 很快	1
學生 為 學校 有 名	1
高級 皮製 或 合成 材料	1
虽然 有 高 跟 的	0
选中 这个 三天 作者 了	0
鸭子 有些 做法 是 用	0
这 读者 参与 项目 投票	0
充當 貨物 之外 還有 幾個	1
爱德华 弗朗西 史密斯 路易斯 在	0
坎伯蘭 平原 位處 港灣 的	1
组织 犹太 财物 次日 乌斯	0
获得 屠 呦 年 拉	0
兩年 後 推出 了 第五	1
親水 每天 幾次 長達 的	1
自 年代 以降 的 挪威	1
電子商務 指令 一般而言 網際網路 服務供應商	1
因為 這個 職位 麥克 尼科	1
封 龍山 在 抱 犢	1
同时 越来越 多 的 专家	0
开放 作为 建设 面向 未来	0
澳大利亞聯邦 接著 在 年代 的	1
安大略湖 這 一點 在 年代	1
蘭州 過去 曾經 無法 從	1
中 的 细胞 被 是	0
據 相較 步距 短且 腳跟	1
年 一座 將近 公尺 英尺	1
作品 都 顯得 張鵬 中	1
在 離 導演 洛杉磯 兩	1
斯洛文尼亚 描绘 尔 硬币 人鱼	0
变香且 在 洗发水 被 引进	0
当 她 与 后台 舞蹈	0
在 中 首次 出場 飾演	1
基因 與 無關 事實上 由於	1
合资企业 由于 东风 收购 了	0
小 纸张 有的是 尖头 的	0
例如 首次 访华 美国 国务卿	0
段 生於 香港 曾 在	1
年 月 日 當他 在	1
终点 建设 一期 其余 两个	0
盲点 安全 隐患 大 视觉	0
月 这支 乐队 开始 了	0
米 雪勒写 到 欧洲人 最初	0
成大 中央研究院 计划 参与 台湾	0
有 一种 化合物 很 有效	0
年 府治移 至 兰州 改称	0
在 博主 俄罗斯 有 的	0
这些 故事 带来 的 影响	0
港灣 停靠 式 月台 的	1
動盪 仍能 然而 即使 在	1
年 月 魏讀 到 一篇	1
这里 建立 殖民地 地方 要	0
協助 滑鼠 年 加入 了	1
白邊 真 鯊 的 食物	1
約瑟夫 雖然 馬加比 一世 和	1
動態 後來 消費市場 中 出現	1
他 创建 这个 时尚 品牌	0
的 称 来 一下 和	0
主體 車站 內部 包括 候車室	1
马桶 纸器 显而易见 的 是	0
立法委員 中 屏東 選出 三位	1
打印机 快者 较 的 个	0
创办 南京大学 多年 的 古代	0
的 一位 发言人 表示 上午	0
航线 年 月 公布 台北	0
年 野 百合 学运 在	0
年 爱尔兰 罪犯 领导 了	0
從 年代 開始 雪梨 歷經	1
中尉 瓦克 陆军 布莱 被	0
該 在 前 活動 都	1
先例 年 新西兰 成为 了	0
时 有 重要 事件 促进	0
在 年 清朝 取代 明朝	1
觀察員 解毒劑 國家 寫道 如果	1
上海 作为 的 工业 中心	0
史賓 其他 酪 梨 品種	1
享用 年 周恩來 去世 後	1
年 商學院 移往 上海 接著	1
目前 不 清楚 該廠 生產	1
战前 火柴 工业 一些 烟草	0
前 美国 无线电 公司 的	0
政府 社会保障 部 的 应急	0
在 攝影師 約翰 西爾 走廊	1
如 左方 生產 圖表 所示	1
最初 播出 时 丽萨 辛普森	0
该 大学 由 校长 领导	0
行政院 为省 于 年 几十年	0
在 印度 部分 地区 鳄	0
年 月 日 长荣 航空	0
在 中 寫道 書信 的	1
纸张 字体 碰到 墨带 将	0
魚卵 會 孵化 出 魚苗	1
長榮 航空 的 標準 塗裝	1
像 穿梭 一样 过山车 的	0
據 加拿大 生物學家 指出 鮭生	1
與 這條 路會 先 通過	1
世纪 年代 初 经过 一段	0
长老会 他 纽约 医院 那里	0
的 生活 同意 人以 寫下	1
達到 它們 越 靠近 軀幹	1
面對 毫無 立足之地 外星人 他	1
該校 目前 有 個 學士	1
的 他们 被 地球 和	0
該 裝置 固定 在 牆上	1
耶路撒冷 的 化 阿克拉 并	0
摄影师 这个 约翰 希尔 了	0
美國 對於 紐西蘭 造成 的	1
当 她 照 做 时	0
周杰伦 取消 公司 把 他	0
鼠标 基站 维度 的 进行	0
图 视频 豆子 拳头 紧握	0
在 多 伊 起诉 卡	0
的 作品 传达 出 对	0
測試 經常 會 依據 在	1
菲律宾 广泛 至少 世纪 开始	0
城墙 全部 古 位于 沈河区	0
该 工程 涵盖 法兰克福 村	0
之後 即使 在 幾次 該	1
雖然 大多數 乘用車 都掛 日產	1
這種 鞋類 風格 一直 由	1
鮭魚 養殖 為 漁業 的	1
年 古生物學家 肯尼斯 卡 本特	1
终点 德鲁 至 延伸 当前	0
美國 駐台 領事 達飛聲 與其	1
这个 上 自 世纪 以来	0
首个 据说 在 年 米尔	0
據 報導 指出 酪 梨	1
鴨肉 小黃瓜 吃 完 捲	1
承包商 公司 為 獲聘 總	1
该 占领 唐朝 被 吐蕃	0
用電量 於 即使 全力 運轉	1
楊恩 在 挑戰者 災難 之後	1
由 低窪 平原 相互連接 的	1
的 以及 是 最 两个	0
安道尔 郑重 承诺 在 月初	0
专 兰州 这个 名字 被	0
为 视频 一个 类似 游乐场	0
月 日 他 駕駛 澳航	1
这 一 在 宫廷 菜单	0
還 跨國公司 領事館 商業 組織	1
黃頁 書頁 附有 給我 一種	1
另 一個 位 在 該市	1
尽管 上 取得 了 成功	0
生於 這位 年輕 的 中國	1
稱 金鵬 海南 航空 的	1
為 海南省 年 航空 更名	1
海南 航空 被 评为 全球	0
事实 证明 长荣 航空 的	0
它们 是 专门 针对 鱼类	0
做成 膏狀 或 乳霜狀 的	1
机场 为 个 国际 目的地	0
是 圣公会 的 成员 曾	0
长江 地处 南京 下游 历史	0
這條 路 與 號 公路	1
好似 悲伤 她们 的 大	0
年 左右 該校 共有 人文學院	1
开始 应用 连载 的 在	0
之后 她 在 纽约 的	0
索尼 將其 位於 該處 的	1
卡納羅亞 他們 住 在 的	1
蘇利南 荷蘭人 則從 他們 位於	1
所谓 苹果 一场 了 的	0
年 发布 了 自主 品牌	0
年 臺北 發生 野百合 學生	1
两架 租赁 波音 的 飞机	0
其他 在 中國 銷售 的	1
相關 功能 也 能 讓	1
乐章 更长 创作 第一 比	0
台灣 自 中華民國 接收 後	1
該計畫 於 年 月 日	1
製作 執行	1
我 是 你们 的 得到	0
记录 哈纳河 萨斯奎 普朗克 提溪	0
女生 經常 會 用 金屬	1
月 日 由于 该 风暴	0
然而 有 許多 人並 不	1
和 内 等 许多 粉丝	0
無論 他們 是 要 尋求	1
機場 的 建築 然而 附近	1
为 鲑鱼 湿地 前往 之前	0
坦帕 市 附近 水坝 的	0
威尔 不 知道 的 是	0
但是 拉沙德 微妙 的 詮釋	1
在 主航廈 現為 第一 航廈	1
将 其 引进 菲律宾 夏威夷	0
名为 神龙 汽车 有限公司 是	0
全球 各种 文化 的 都	0
林心 演艺界 间断 拍戏 到	0
在 米 却 肯州 鳄	0
多位 自 美國 歐洲 國家	1
根據 清華大學 和 亞洲開發銀行 年	1
博物馆 三楼 和 四楼 进行	0
根据 美国 法律 在 主薄	0
专门化 通常 会 根据 测试	0
来 提供 机械 支撑 滚轮	0
一条 尤 的 延伸 在	0
艋 新 城内 毗邻 州府	0
成為 她 在 向 學習	1
钾石 和 硼 氟	0
該 節慶 是 台灣 最	1
年 月 学衡 社在 该校	0
曾經 是 樟腦 和 茶葉	1
该 城市 繁荣 发展 成为	0
年 認為 辛巴威 人們 應該	1
正好 遇上 年代 戰後 嬰兒	1
过去 这种 控制 不太 严格	0
化妆品 针对 的 研制 了	0
能 遮风挡雨 的 设施 种类	0
員工 年 月 長榮 航空	1
上海 是 三個 鄰近 在	1
巴塞洛缪 哥伦布 对 来访者 感到	0
科恩 把 编剧 任务 交给	0
該隊 後來 於 年 降級	1
主要 生产 可能 位于 该	0
圖像 國際 該 公司 也	1
美國國務院 於 年 發表 的	1
作为 罗斯 洛立安 的 统治者	0
這種 加工 方法 在 漢朝	1
但 的 魔王 组建 邪恶	0
他 毕业 于 复兴 高级	0
基夫 在 今日 世界 文学	0
年 他 的 家人 出席	0
在 荷蘭 占據 南台 灣	1
建議 有 扁平足 更 或	1
银鳍 个别 鲨 彼此 的	0
在 抓住 一名 綁架 艾莉	1
主要 是 固定 线路 的	0
告急 年 至 期间 共有	0
年 長榮 航空 更新 塗裝	1
是 第一位 定義 此詞 的	1
墙外 挖 了 两道 护城河	0
在 進入 西元前 世紀 時	1
牢獄之災 於 年 月 日	1
低氣壓 該 數天 緩慢 地	1
师范大学 特别 多个 超过 是	0
她 飾演 蘇東坡 作家 書法家	1
的 将 此 系列 称为	0
祕魯 的 哈斯 酪 梨	1
编辑 称其为 自 黑暗 之心	0
随着 图拉 真对 达 契亚	0
墨西哥 政府 对此 的 回应	0
六个 它 引来 了 模仿者	0
外交部 也 透過 推特 針對	1
与 上海 公共 租界 一样	0
世纪 初 开始 基督教 传教士	0
有时 有轨 电车 停靠 站会	0
开来 海港 位于 以北 被	0
一样 艺术家 他 的 作品	0
前行 段 路程 他朝北 了	0
運輸部 的 時速 過站 列車	1
高雄 捷运 公司 为 这	0
義大利 年 布魯克斯 遇見 了	1
年 創設 管理 學院 接著	1
自 年代 的 選舉 以來	1
年 該 公司 售出 萬台	1
印表機 塗上一層 液體 墨水 靜電	1
長安 該 集團 同時 控制	1
在 美国 人字 拖鞋 来源于	0
死 的 场景 之 瑞恩	0
这些 加工 技术 的 变型	0
生活 方式 密不可分 年代 人字拖	1
郵報 線上 的 一位 評論家	1
于 长城 区域 部分 仍	0
頭皮 在 一天 或 兩天	1
彎折 成 字形 的 可以	1
年 航空 台北 東京 月	1
透明 凝胶 状 的 洗发水	0
前 哥伦布 时代 的 安第斯	0
城牆 周長 英里 高 米	1
进去 人们 观察 到 银鳍	0
的 於 目前 已知 歐洲	1
種最 中則 它 是 第	1
内阁 成员 集体 作出 重大	0
该路 过河 后 进入 向北	0
联邦 承诺 在 三年 内向	0
地带 于 持续 坐落 台北市	0
航空 獲 美國 交通部 官方	1
鼠标 电线 近程 无线电 早期	0
制造 出奇 的 眼睛 使用	0
图形用户界面 指针 显示屏 流畅 这种	0
中國 大學 文化 體育館	1
世纪 年代 中期 长荣 航空	0
于 的 台北 管理 一部分	0
在 特寫鏡頭 以 黑白畫面 拍攝	1
最大 為 其 城市 屏東市	1
由 諮詢 製片人 撰寫 拍過	1
成为 路线 在 州级 的	0
航空 設於 蘆竹 長榮 總部	1
和 在 的 调节 神经	0
年 由于 发生 二二八 事件	0
族群 与 台湾 大多数 城市	0
後 例如 看到 如 和	1
新西兰 世纪 初 开始 登上	0
台湾 该 地区 航空 系统	0
她 把 自己 的 发现	0
在 選擇 與 星球 統一	1
拉瑟 醜聞 攤上 檯面 功臣	1
冤假错案 文化大革命 期间 上海 社会	0
歲 時 可以 來 年	1
奖 美国 图书馆 协会 颁发	0
他 使用 鏈鋸 電鑽 砂紙	1
作为 岁 者 她 他	0
欧盟 则 规定 列车 通过	0
為 讓 夏威夷 開始 出現	1
此時 以及 型 分別 注目	1
我 视觉 特效 制作 人丹	0
火车头 机床 采矿 此外 兰州	0
我 从小 就是 变形 金刚	0
據 博士 指出 早 在	1
接和侧 常见 的 嫁接 手法	0
車廠 由於 國外 想 進入	1
根据 中国 传统 河 的	0
尽管 在 中东 有过 应对	0
认为 哥哥 的 后人 可能	0
難以 重複 進行 會 是	1
提 的 土地 中 普朗克	0
然而 当 埃斯 本森 翻阅	0
赤衣病 的 病原 醋酸 泛菌	1
因為 在 路緣 踩 空	1
鲑鱼 以 自己 的 身体	0
該計畫 使用 了 立方公尺 立方碼	1
樱桃 经他 的 朋友 王友良	0
在 年代 灌溉 農作 以	1
洗发水 用 头皮 洗头 可以	0
台北 帝國 大學 創設 時	1
获得 政府 大量 投资 也	0
为 城区 平均 海拔 米	0
這間 公用事業 公司 屢次 在	1
中国 目前 正因 最大 比	0
不 目前 知道 考慮 這種	1
基尔 霍夫 和 本生 处理	0
酪 梨 必須 在 妥善	1
测试 中 涉及 到 验证	0
這些 寶塔 於 年 開始	1
年 英格兰 前 国际 球员	0
年 後 逆轉 為 產量	1
在 胶质 成体 星形 受体	0
牠 們 的 身體 會	1
名为 年 在 巴西 推销	0
海虱 是 一种 体表 寄生虫	0
该片 月 于 上映 年	0
年 月 日 影響力 開始	1
為 影音 俱樂部 撰稿 的	1
為 軟體 測試 反而 會	1
在 他 入读 的 最后	0
哪怕 预计 大坝 将 尽可能	0
因为 于 将 因此 的	0
他 很快 被 選派 在	1
概括 而言 測試 至少 有	1
屠 於 年 月 日	1
该县 著名 的 大学 为	0
年初 该 公司 宣布 已向	0
他们 将 这种 设备 命名	0
從 樹上 掉落 的 酪梨會	1
这次 旅行 让 她 了	0
继 国民党 政府 南京 之后	0
在 種植 過程 中 因為	1
游泳馆 全新 的 体育 中心	0
聚氨酯 制成 的 人 字	0
从 贸易 中心 已 吴淞江	0
倾斜度 这座 山 建于 世纪	0
存活 倖免於難 而 下來 的	1
产卵 鲑会 释放 一条 或	0
限定 盒裝 版 內含 豪華版	1
蘭州 西北部 年 月 是	1
鳄 梨 和 一样 香蕉	0
位 在 該市 東北方 約	1
洗髮精 化妝品 公司 有 特別	1
兒童教育 在 電影業 的 幾年	1
日本 獲勝 後 瀋陽 成為	1
月 日 他 去 看	1
该片 和 特别 在 台湾	0
抢险 救灾 高企 了 工作	0
和 水 他们 用 欧洲	0
馬鈴薯 提供 了 可靠 穩定	1
這種 裝飾 圖案 在 托斯	1
混音 对 坎普 来说 为碧昂斯	0
的 研究成果 匿名 她 於	1
在 強度 達到 巔峰 後	1
服务 农业 于 台湾 山区	0
正如 屠 呦 在 项目	0
年 挪威 的 國家 人物傳記	1
迴紋針 文具用品 是將 彎折 迴圈	1
马科 中 也 被 欧洲	0
瀋陽 的 緯度 為 北緯	1
发展 是 屏东县 最近 才	0
金属丝 用途 广泛	0
这处 地产 两座 有 附属	0
她 欢迎 年 英国 女王	0
定向進化 對 許多 不同 人	1
由於 導入 台灣 中國 直飛	1
林 原本 打算 在 中學畢業	1
早期 的 农业 生产 物资	0
曾經 好幾個 島嶼 的 北島	1
观光 很快 全国 各地 的	0
在 年代 瀋陽 成為 軍閥	1
的 評為 中 曲目 娛樂	1
布鲁塞尔 下半年 海南 开通 至	0
治外法權 最終 有 國 包括	1
結果 雪梨 的 人口 在	1
在 狀況良好 魚卵 會產 碎石	1
自 年 以来 魏德圣 一直	0
他們 的 合作 生涯 很	1
該城 在 遼朝 初年 重新	1
菲利普 发布 各项 探索 任务	0
台灣民眾 會 把 願望 寫	1
年 據 估計 該市 的	1
盧梭 班 告訴 孩子 和	1
摧毀 該 集中營 在 第二次世界大戰	1
得到 部落 格 對於 主流	1
中华民国 年 月 日 将	0
对立 的 自由党 新民 党	0
年 转到 托马斯 杰斐逊 大学	0
演出 結束 後 林 決定	1
蕭條 儘管 處於 經濟 時期	1
該廠 開始 運作 年	1
舊城區 南滿 鐵路 上 的	1
鲑会 大西洋 到 在 大海	0
莫雷洛斯 普埃布拉 产量 总产量 最高	0
人们 决定 在 这个 地方	0
清朝 御膳 挂炉 在 房中	0
製圖師 區分 為 接受 年	1
將 他們 的 離職 歸咎於	1
檢測 目視 有 諸多 優點	1
打狗 称呼 源自 一种 理论	0
浦东 诞生 年 邓小平 终于	0
寫 劇本 這樣 雖然 如此	1
多個 帶來 豪雨 的 這	1
飞溅 候车 而且 的 作用	0
元朝 时 曾 为 中国	0
隔天 特洛伊 的 經紀人 麥克阿瑟	1
布鲁克斯 的 首场 展览 中	0
化石 佐證 酪 梨 很	1
年 美國 墾務 主任 設計	1
全聚德 的 创始人 杨全仁 开发	0
諾貝爾化學獎 得主 李遠哲 圖靈獎 姚期智	1
牠 或成 們 通常 被	1
億美元 出口 增加 了 達	1
花旗 摩根 大通 星展 銀行	1
科学家 她 首席 目前 担任	0
审查 走查 或 检验 的	0
建築設計 對 其 理念 影響	1
啟用 年 於	1
王秋華 的 建築設計 是 現代	1
布魯克斯 離開 了 聖	1
區 深水 曾經 發現 小群	1
他 称 其 为 一部	0
總裁 年 月 長榮 集團	1
复兴 停飞 台南 和 决定	0
郊區 隔年 月 在 江蘇	1
长荣 航空 的 总部 人称	0
他 曾 获得 台湾 国家	0
最终 克莱尔 当 水管 工的	0
计划 于 施工 年 了	0
平方英里 联合国粮农组织 的 研究 表明	0
西班牙人 隨後 將 鳳梨 引進	1
南侧 的 台主 发电机 也	0
预计 大坝 将 提供 中国	0
风速 英里 亚瑟 峰值 飓风	0
电力 九省 两市 使用 三峡	0
這個 想法 還 沒有 被	1
鳄梨果 变型 隐蔽 内果皮 是	0
企业 最初 的 万美元 和	0
在 完成 了 勇闯夺 命岛	0
戰爭 年 結束 隨後 條約	1
東風 於 年 初期 開始	1
史懷哲 在 一段 經常 被	1
王國 地區 西藏 年 該	1
产品 月 后 在 上架	0
他 引述 了 一篇 年	1
在 舊城區 清朝 期間 也	1
布里斯班 媒体 建议 汤 热带	0
紅色 象徵 了 這種 二元	1
在 年代 及 為 支持	1
然后 用油 给 淋 几遍	0
在 許多 語言 當中 俄羅斯	1
據 文獻 記載 德國 的	1
遗产 人鱼 是 斯洛文尼亚 自然	0
市内 的 桥 为 罗	0
之间 至坎顿 于 道 高速公路	0
宣战 年 英国 对 德国	0
某个 开发 或 时 可以	0
中國 國家電網 有限公司 與 南方電網	1
台湾 位于 台北 的 北部	0
书商 她 午餐 年 月	0
这 四座 宝塔 为 一模一样	0
美国 总统 贝拉 克 奥巴马	0
年 海南 航空 取代 長安	1
媒體 管道 因此 開始 建議	1
園區 由 三個 區域 組成	1
學生 在 申請 必須 選擇	1
可以 使用 回形针 作为 外壳	0
中心 国际 太阳能 位于 区	0
肺結核 中斷 感染 造成 她	1
于 蜡烛 这种 打印机 使用	0
年 該市 遠遠 超越 了	1
中 只有 名 包括 瓦	0
超市 的 讓 歐洲 降價	1
逃往 臺灣 的 國民黨 國民政府	1
名称 改为 缑厅 年 阿	0
寫著 粉紅色 影片 的 開頭	1
孩提 家住 沃特 酿酒 时	0
曾 是 东南亚 最大 的	0
拉扯 存放 品质 它 的	0
将 描述 为 爱 的	0
婚礼 前夜 了 的 告诉	0
首播 當日 的 年 月	1
在 重慶 的 國立 中央大學	1
大調 號 和 第 是	1
东南大学 师范学校 并入 年 国立	0
這會 造成 水流 停滯 污染	1
屏东 降格 县辖市 屏东县 省辖市	0
辽代 初期 这座 城市 又	0
最终 成为 台湾 史上 畅销	0
即使 在 神族 無人 中	1
截至 年 德纳 和 东风	0
年 之后 该市 工业化 发展	0
和 年 到 統治 現在	1
該 公司 稱為 汽車 是	1
學生 可以 選修 任何 學院	1
字面 意思 青色 悬崖 山	0
使用 聚胺 酯 製作 的	1
該 計劃 包括 一個 公共	1
國際 大型 投資 與 魏	1
全球 科學家 試 了 種	1
滑鼠 原本 是 透過 一顆	1
荣誉 不会 这样 这一 通常	0
母亲 一个 两个 与 又	0
时期 开始 至 从 年	0
过山车 多节 车厢 安全带 有	0
在 中国 她 年 经济	0
迴紋針 全國 月 日 是	1
辛巴威 這也 是 因為 想	1
扩大 下层 东部 安东尼 它	0
涂装 机尾 机身 深绿色 橙色	0
這款 迴紋針 在 當時 是	1
雪梨 港灣 曾 於 年	1
该县 的 官方 语言 为	0
报道 鳄 梨 果农 每	0
我 認為 他們 應該 因為	1
斑贴 试验 可以 识别 出	0
當 國民政府 定都 南京 後	1
馅料 林家 使用 浓缩 麦芽糖	0
尽管 船上 载有 长吨 奎宁	0
北京 最 有名 的 兩家	1
拍攝 採用 佈景 的 前三天	1
沦为 奋起 边境 战发 卷入	0
的 魅力 作家 并且 要	0
和 有關 心臟 異常 身材矮小	1
金枪鱼 硬骨鱼 石斑鱼 银鳍 鲨	0
两岸 开通 松山 机场 年	0
七號 與 賽 巴萊 製片	1
主要 鹿 羊 雞 產品	1
華語 電影 臥虎藏龍 即 在	1
僅僅 範圍 從 神秘 力量	1
稍微 避免 如 手推車 和	1
然而 随机 测试 的 不足	0
在 年 鄧小平 推動 的	1
成本 和 操作 購置 費用	1
加拿大 女权主义 学者 如 和	0
成為 正式 年 月 日	1
的 鳳梨 公司 一 開始	1
星期五 在 前 着色 由于	0
為 雄州 年 該地 更名	1
未来 的 战争 不会 在	0
可以 有权 审查 不 公正	0
没有 在 出演 新地 时	0
年 月 日 恩格尔 巴特	0
单个 缺陷 可能 会 导致	0
这些 秘鲁 智利 具备 土壤	0
早期 的 羅技 滑鼠 裝置	1
年 因為 部分 獲得 全國冠軍	1
根据 凯泽 说法 科学家 博士	0
投降 邪恶 他 已经 把	0
纽约 杂志 的 后来 在	0
葛州壩 國家開發銀行 資金來源 包括 三峽大壩	1
挑戰性 對 林心如 來說 這是	1
關於 如何 及其 原因 的	1
皮膚 印痕 緊密 地壓 在	1
墨 是 的 上 地	0
在 与 汇合 后 该	0
於 屠 呦 訪問 年	1
遺臣 年 荷蘭人 遭由 明朝	1
劇集 共同 作者 和 知道	1
奉天 事件 發生 後 日本	1
因為 澳洲 氣象局 理應 密切	1
从 该点 开始 与 干线	0
渔港 高雄 已 是 的	0
起初 并 没有 效果 因为	0
从 玛雅 欧洲人 掠夺 的	0
然而 雪梨 的 人口 早	1
当 在 回 形针 两	0
创可贴 包扎 伤口 这款 最初	0
第一次 中日戰爭 在 年 簽訂	1
犹太人 弗拉 维奥 约瑟夫 斯	0
张鹏 艺术 作品 中 所有	0
成為 這座 城市 熔爐 大都會	1
在 一项 研究 中 小	0
抚摸 在 的 山羊 建了	0
降雨 海口 高達 在 島上	1
知之甚少 關於 在 聖 瘋子	1
神岡 市轄區 太陽 餅 首先	1
荷馬 為 賽斯 和 蒙奇	1
该 公司 拥有 东风 卡车	0
包括 石家莊 條 路線 最新	1
年 聞名 是 瑞典 歌曲	1
路 進行 了 改善 可	1
截止 年 標緻 雪鐵龍 合資	1
插電 月 日 專輯 以	1
一般而言 進行 灰箱 測試 的	1
該 山谷 中 使用 的	1
于 镇 容量 为 是	0
高鐵 和 新建 完成 兩條	1
是 清宮 御膳房 中 的	1
无患子 又称 木患子 油患子 是	0
接著 自鴨身 開口處 灌入 含有	1
專責 年 月 他 會見	1
高速公路 的 第一次 擴建 是	1
餐廳 市區 內有 數千家 小時	1
事情 是 這樣 的 電視新聞	1
龍岡 以 其 來自 雲南	1
它 的 大部分 长度 为	0
来说 鱼 三文鱼 干重 公斤	0
自然 通风 限制 电力 使用	0
一年 中 一个 通常 是	0
这些 测试 可以 是 功能性	0
致力於 媒體 已 不再 關注	1
在 瀋陽 對應 的 內門	1
月 的 流 媒体 版本	0
在 劇集 的 其餘部分 它將	1
維吉尼亞 和 一同 在 聯邦	1
某些 餐廳 尤其 是 全聚德	1
公園 並作 為 當地 公路	1
林心如 歲 時 父母 離異	1
由于 直接 进口 价格 昂贵	0
她 就讀 效實 初中 和	1
学院 新 之后 许多 系升	0
除此之外 也 有 當地 農產品	1
每天 使用 洗髮精 可 清除	1
墨西哥 是 目前 世界 上	0
那場 世界大戰 讓 關於 迴紋針	1
他 早年 有 一種 十分	1
年 月 東風 與 同意	1
固體 墨水 印表機 別名 為	1
並成 由 錄製 為 他	1
这种 屠 呦 最初 被	0
认为 治愈 因为 缺乏 资金	0
应 请求 北部 毛利人 的	0
為 該 殖民地 一 開始	1
勒瑰恩 的 森林 智慧 與	1
打造出 特洪 雪橇 雲霄飛車 年	1
單趾襪 在 日本 很 普遍	1
酪梨量 在 年 至 期間	1
增加 月 的 年 了	0
全聚德 现已 或者说 一些 餐馆	0
稱呼 在 許多 語言 中會	1
經常 蘭州 發生 地震 不過	1
西 元 年 東吳 景帝	1
台湾人 把 自己 的 愿望	0
骨盆 木乃伊 被 尾部 後腿	1
犹迪和加 菲尔德 里 夫斯 史蒂芬	0
這是 她 回到 台灣 後	1
长荣 扩大 网络 年 月	0
其中 利 伯特 拒绝 将	0
這些年來 她 也 幫助 父母	1
戰前 已經 有 一些 行業	1
第一批 商用 打印机 大体上 利用	0
迪克 森把 这 一 思路	0
該壩 也 預期 可以 降低	1
戰爭 末期 日本 在 高雄	1
从 软件测试 中 获得 的	0
到 年 和 手冊 等	1
附近 的 镇 是 一个	0
該片 年 月 正式 在	1
果實 中 含有 種子 揉搓	1
在 現代 中 這種 語境	1
它 比 銻 鎘 錫	1
这样 我们 的 工作 就	0
荷馬 說服 賽斯 和 蒙奇	1
