sentence	label
用 品种 长叶 来源 纺织	0
曼谷 航線 開始 香港 的	1
线路 停靠 西站 只 兰州	0
理学院 提供 有 包括 教职	0
维亚 和 一起 的 盛宴	0
氣氛 當地人 感到 對 笑話	1
去 西边 大型 船 独木舟	0
商船 捕鯨船 歐洲 有 船	1
運輸工具 電子書 閱讀 是 取而代之	1
广场 站 大楼 万平方米 占地	0
中 在 提到 以及 原始	0
包括 國際事務 早期 第一次 於	1
利于 月 飞往 费尔 参战	0
输入 之外 显示屏 以上 的	0
評選 新加坡 包括 哈德 阿提	1
亞太經濟 中 參與 身為 強國	1
北京大學 中國人民大學 和 中國 他	1
鍛造廠 佈景 的 代表 還	1
仙人掌 计划 他 获得 将	0
開始 恩為 的 大英帝國 雪梨	1
事件 中 程度 回 战争	0
在 日 位 战争 家庭	0
藏书 室 人 容纳 会议室	0
山形 出现 通常 雕木 的	0
商店 流行 經典 發售 自	1
的 工程 骨骼 组织 感兴趣	0
留下 認為 馬 太難 可見	1
中央 大樓 的 總部 電信	1
了 农业 是 增多 对	0
制度 和 第四 第一 方面	0
中心 倉庫 申請 也 名單	1
位女 年度 这部 被 林心	0
公頃 將 南星 畫為 中	1
八 机构 宣布 合同 省	0
一款 理念 卫生纸 而 利用	0
移民 米澤傑 退休 軍團 公民	1
试图 后 硬 和 乐队	0
时往 果实 生长 收获 喷洒	0
时期 年 城市 一个 奉天	0
與 新建 火車站 高速鐵路 北京	1
陸軍 者 當做 旗幟 該市	1
梨 無籽 之名 市面上 販售	1
族群 山区 早起 南投 开拓	0
意思 敞肩 安全 又称 字面	0
首营 将 航空 之一 机型	0
北京 包括 有 高速 多条	0
的 只有 最低點 英尺 最高點	1
了 聲望 的 展覽 確立	1
比賽 發出 在 第二輪 多票	1
年 线路 开始 为 运营	0
注册 和 工业用 英亩 个	0
和 大運河 河口 西岸 太湖	1
與 組織 專注 系統 轉譯	1
年 一個 與其 柴油 十堰市	1
首次 聽到 專輯 在 中	1
紐約州 為 進行 大部分 月	1
代表 中 通過 人民 贊成票	1
年 在 以 美元 英	1
交通事故 死亡 西贡 一人 湿滑	0
初 基督教 最终 开始 都	0
也 这 中 和 迪克	0
意思 来源于 北部 玛 拼音	0
测试 智能 有限 信息 可以	0
当时 西班牙语 是 本身 流利	0
采集 饮料 一些 家里 一起	0
早期 该 重新 的 他们	0
的 限制 一个 新 转动	0
年代 人 失去 来源 导致	0
夜間部 進修 社會 則 為	1
崔爾 色 最 一頭 還是	1
孵化 鲑 鱼苗 鲑鱼 成小	0
聖彼得堡 特拉維夫 柏林 台北 飛	1
前 縣城 同名 所在地 到	1
车站 小时 运输部 空气 时	0
一小 悉尼 路程 年 前行	0
还有 重要 通往 新疆 是	0
令 描述 和 问题 感到	0
联邦政府 是否 刺激 开始 对	0
把 朝外 里 晾干 对半	0
多个 航空 自有 北京 海口	0
集团 影视 身价 于 日以	0
在 攻讀 紐約 碩士學位 他	1
具備 風速 薩菲 的 辛普森	1
她 首次 在 系列 月	1
研發 其 含有 這類 一部分	1
的 大厦 海秀 发展 位于	0
剪輯 摩根 三個 中 脫掉	1
釋放 的 精神病院 下 可能	1
藥理學 與 青蒿素 也 化學	1
订购 月 长荣 收到 的	0
丝兰 制作 叶子 土著 带子	0
向 弗洛伊德 的 致敬 怀特	0
炉子 在 秫秸 来 炉底	0
普洱茶 類似 用於 受到 安徽	1
有些 即兴 成员 他 很多	0
改正 的 目的 检测 故障	0
是 戈壁 排放 工業 塵土	1
通常 护理 清洗 叫 呈	0
微波 纜線 的 使用 穿越	1
逐渐 多家 发行 导致 破产	0
容納 人	1
標準 古典音樂 樂章 奏鳴曲式 了	1
的 该 亿美元 城市 达到	0
的 梨 其 世界 是	0
信徒 德 上 布蘭卡 是	1
執導 月 官方 於 另	1
桃園市 成為 選舉 日 升級	1
一座 區 帕帕洛亞 公墓 埋葬	1
这里 石家庄市 人民解放军 在 所在地	0
电影 爱情 心理 饰演 活该	0
是 無線電話 產品 分出 資料	1
新 來 新聞 媒體 對	1
生於 福布斯 英國 礦業 月	1
影响 在 年代 成为 西北地区	0
濒临 赤道 位于 全年 气温	0
向 是 俱樂部 主任 也	1
需求 隨之 人口 增長 在	1
女 的 歧视 着 所	0
年 在 来自 和 语	0
航天飞机 处处 任命 宇航员 月	0
不適感 減輕 設計 動作 符合	1
是 步行 西面 犊 石雕	0
有 紫外線 頭髮 產品 能夠	1
該 宣布 都柏林 月 來回	1
等 可能 保持 在 他	0
作品 在 單曲 出現 一首	1
中国 工业区 沿江 农田 的	0
於 品牌 子公司 汽車 旗下	1
大屯 邊緣 主峰 位於 是	1
幾個 多次 荷蘭 月 奪取	1
和 相互連接 平原 組成 山脈	1
期間 統治 特別是在 時期 損失慘重	1
之前 了 路 的 更	0
並在 中 釋放 後將 會	1
是 人 也 最大 日至	0
浦东 重新 了 改革 因此	0
保留地 任何 没有 把 交给	0
青浦區 時期 主要 貿易 港口	1
做 他 先是 杰 格列姆彻	0
这些 访问 她 进一步 的	0
年 品牌 产品 首款 推出	0
县政府 月 成为 所在地 日	0
來 吹噓 充氣 直到 還用	1
议题 了 来源 作为 对	0
台南 交通 校区 火车站 位于	0
了 一起 吃 屎	1
整个 决策 政治 贸易 到	0
云南 是 他 下放 的	0
下 要么 情况 绝大部分 不合时宜	0
鳄 下 将 极寒 销往	0
沉没 毒蛇 船 附近 或	0
進去 才 言詞 之後 則是	1
與 卡 原住民 源自 的	1
本田 東風 銷售 展間 的	1
找到 一位 几天 懂 莲花	0
任何 系統 檔 運行 不會	1
管理 航空 營運 該 總裁	1
只能靠 品質 和 達到 結合	1
急彎 出現 高架 一種 陡坡	1
化学 的 是 电子 主要	0
客串 流感 情 疫苗 了	0
人 容納 體育場 可	1
尼亞 的 除了 內容 維納	1
完全 內臟 鴨 的 以水	1
蒙古 它 年 后 帝国	0
日 瀋陽 軍隊 佔領 蘇聯	1
主要 後 一個 年 的	1
鯊 混種 鯊魚 與 會	1
和 包含 布利 前 都	0
小 體內 讓 在 鮭魚	1
大 南部 新屋 南 农民	0
月 醫療 陸軍 派遣 物資	1
系列 为 但 剧本 共同	0
手 刻成 划動 獨木舟 大樹	1
倫敦 巡演 愛情 日 拍攝	1
的 评价 领袖 了 你们	0
了 上 在 她 这	0
受歡迎 即 最 設有 遨遊	1
炉 与 因此 法中 完美	0
造成 並且 停滯 發黑 水流	1
故障 導致 缺陷 不同 可能	1
与 月 登记 记者 日	0
打印机 原理 的 是 印纸	0
一位 中 開襟 背後 女性	1
容納 國際航班 擴建 多 正在	1
闻名 大大 地区 灌溉 年代	0
是 主要 线路 服务 电信	0
一张 仅够 的 站台 美国	0
各種 工作 金穗獎 黎明 對話	1
东北部 而 乡镇 郊区 客家人	0
在 時 包括 曾 唐湘子	1
山	1
不 但利 卫生 要求 预计	0
煮湯 料理 法是	1
上海縣 江蘇 併入 上海市 擴大	1
控制 功能 一個 問題 季節性	1
滿意 肺片 給 匾額 送	1
神廟 爭議 所在地 所在 是	1
也 當地 的 處理廠 農產品	1
與 主要 北京 地 的	1
年代 的 夏日 成为 它们	0
神树 比 年长 孔子 它	0
的 接 手法 接和侧 嫁接	0
今天 和 時 的 建造	1
為 年 於 獲選	1
处方 笔记 的 份 总结	0
人文 與 相關 過去 成為	1
被 該劇 免不了 接 飾演	1
药用 洗发水 合成 可以 的	0
能 功效 往往 不到 負責	1
這個 無 車道 住宅區 明頓	1
莱茵 来 饰品 用 或	0
往 他將 定向進化 發展 發生	1
一部分 這段 指定 第一條 是	1
會 他 看到 卡里 一集	1
位于 南京市 地处 校区 鼓楼区	0
大學 擴大 該 規模 的	1
現已 廣為 格 的 出現	1
线上 早期 如 社区 多种形式	0
僱用 發展 微軟 年 宣佈	1
要求 法定 停止 美元 支付	1
是 總部 故居 文化街 同時	1
将近 制成 发现 一双 鞋子	0
种植 品种 限于 一部分 非常	0
的 供應 淪陷 世界 清楚	1
石 伦敦 在 草莓 百分比	0
開設 學位 不過 完 任何	1
媒体 公司 大约 收视率 与	0
精油 洗髮精 使用 茶樹 會	1
電影院 的 在 對寶萊塢 巴基斯坦政府	1
活著 他們 孩子 會 告訴	1
了 它 第一个 的 由于	0
运动 的 胶质 嗅觉 系统	0
的 是 验证 测试 该	0
山區 的 流入 和 大肚溪	1
加热 滚油 烤架 用 鸭子	0
高雄 區 設為 原料 許多	1
被 引用 与 野兽 的	0
繁荣 的 不是 自由 建立	0
由于 贸易 长江流域 认识 上	0
何 表明 不是 有 的	1
棕榈 埃及 叶 凉鞋 莎草	0
大學 年 康乃爾 學士學位 取得	1
和 志愿者 当地 疏散 用以	0
的 月 日 才 他	1
是 這 從來 艦長 夏	1
入境 已經 種植 之 蜂鳥	1
并 在 们 将 了	0
的 有個 生產國 這些 質疑	1
初期 至 迪南 在 月	0
欢迎 其中 出售 食物 开张	0
发展 米尔斯 如今 了 就	0
大學 南京 國立 再 月	1
資料庫 位 每 的 是	1
接受 的 该校 校长 郭	0
卡通 约翰 献上 他 艾	0
日 年 诺尔 执导 了	0
此 是 太平洋 他们 英国	0
分泌 就是 也 皮脂 的	1
面积 和 总 平方公里 的	0
奧拉寧 凱薩琳 宮中 庭園 聖彼得堡	1
就 會 至 傳染 年幼	1
將領 的 海盜 軍隊 台灣	1
疾病 對 的 植株 為	1
帖 博客 性 最具 模式	0
的 掠奪 猶太 監禁 家園	1
法官 成立 首任 提溪 医生	0
主流 發言 言論 在場 這件	1
明縣 從 成立 於 諾森伯蘭	1
的 成分 接触性 被 用作	0
中心 已經 設立 熱帶 該	1
位於 該市 工廠	1
維修 幾乎 都 年 進行	1
身體 鈣化 彎曲 上 因為	1
最后 次要 小节 部 管弦乐	0
的 運送 賺錢 名 他們	1
鬆軟 樁 混凝土 該地 採用	1
了 的 自傳 楊恩 永遠	1
金融 星展 在 此 建起	0
只有 保存 完好 於 寺廟	1
之后 是 呈示 华彩 和	0
發電廠 都 水里 沿岸 水里溪	1
附近 屏山 这一 有 称为	0
外國 在內 現代 楊浦 全新	1
在 於 議會 正式 雀屏	1
东方明珠 昵称 东方 城市 多个	0
為 城 即 俄羅斯 再	1
阿爾夫 非 提拉 該 皇家	1
毛利 活动 伊 呼吁 的	0
电影 执导 的 女 由	0
部分 由 的 中 他	0
这 地区 国际 流放 在	0
最新 推出 宣布 波音 肯尼迪	0
於 首府 年 成為 設省	1
提供者 服務 電信 是 固網	1
国内 与 流离失所 多次 难民	0
出演 例如 也 吴振宇 电视剧	0
日 坎伯兰 葬礼 伊曼 主教	0
它 是 中 取而代之 一首	0
現在 進一步 附近 將 於	1
在 号 向 分叉 相交	0
在 淡水河 较 高 通常	0
網站 類型 動作 選角 上	1
有 不会 带子 穿着 脚趾	0
对 后果 重大 决策 集体	0
來說 問題 森林 挑戰 藝術品	1
能够 使 获得 更 的	0
街 去世 於 日 患病	1
由 线路 输电 传输 多条	0
达到 效率 超过	0
这一 要求 希望 以 被	0
在 遠端 西北 的 雪山山脈	1
時刻表 或 的 系統 使用	1
只是 採取行動 而 嫉妒 並未	1
这 更 囚锋 比 中	0
越来越 上流 巴黎 流言蜚语 乏味	0
城 是 成為 河北省 主要	1
一般 臺北 並 宣佈 中華民國政府	1
表现 品种 可以 至 只	0
熊類 地區 西北部 鳥類 和	1
或 繁殖 砧木 木 後代	1
禪寺 磚造 元 政權 元朝	1
二十五个 裸身 由 手 划船	0
过后 一艘 将 和 从拿索	0
打印 或 这部分 使用 部分	0
测试 之一 的 保存 将	0
内部 为主 横向 两根 大型	0
三年 下 基金会 中心 的	0
应 朱莉 难民 呼吁 私人	0
造成 以及 尤其 养殖 疮	0
將 服務 該省 關閉 醫療保險	1
年 的 平 平是 完全	1
說唱 的 和 給 了	1
包括 公司 畢業生 聯發科 廣達	1
眨眼 航海家 曾 他 出场	0
之一 作为 告终 以 通商	0
登記 州 對 重要性 區域	1
这种 和 轻轨 可能 荷兰	0
不 后 的 根据 现在	0
楊恩 參觀 駕駛員 的 週年紀念	1
与 村 镇 一个 以东	0
有 这个 解释 名字 多种	0
他 这 远征 将领 第一批	0
很 連 是 引用 劇	1
着 取代 表面 位置 相对	0
關係 來 與 賦予 間	1
再 失败 电影 赢得 陈国	0
外交政策 讓 紐西蘭 仍 時期	1
在 一起 本人 於 年	1
分钟 先用 然后 烤箱 再用	0
政府 教育 華語 中華民國 做	1
南太平洋 無線電 一組 信號 接收	1
權利 兒童 教師 以 週	1
好 效果 的 非常 打印机	0
編排 由 里 杰所 的	1
政府 委員會 了 一個 合併	1
日 結果 淋巴 是 白血病	1
有 方法 兩種	1
才 出現 進入 洗髮精 生產	1
可靠性 创新 上 尾部 和	0
年 卷 日 发布 月	0
上 而是 阅读器 想 也	0
選址 此 可能 否決 適當	1
了 囚犯 对 什卡 克罗地亚	0
聯邦 好友 音樂 維吉尼亞 修習	1
均 翻覆 安蒂克省 獲救 船員	1
毛利人 发展 群岛 塔姆 出	0
美国 认为 但 林 杂志	0
成為 現已 進口 第二 梨	1
允許 會 所以 真菌 栽種	1
扶轮 扶 改称 轮社 公园	0
殺 都 被 了	1
逐年 捕捞 鲑 相对 的	0
了 成功 突然 情况 国王	0
上 记录 手动 的 最新	0
到 民族学家 的 时代 国王	0
美味 的 首開 集結 後來	1
安全 中 政策 义务 暂停	0
英國 隨後 開始 雪梨 退伍軍人	1
對於 跟隨 也 當地 喜歡	1
吸引 在 的 了 这部	0
咨询 新 的 了 设计	0
插图 印象 进步 和 演化	0
中央大學 校友 在 復 下	1
是 段 之後 的 則是	1
科技 是 之一 台湾 的	0
麓 侷促 南京大學 山西 搬遷	1
內 在 的 可能 縮回	1
观光 都 在 时 澎湃	0
由玛格丽塔 年 官方 短片 日	0
并非 相信 最终 其他人 直到	0
人 的 一直 了 婚姻	1
讓 滑鼠 通常 到游 開關	1
驅蟲劑 和 加上 結果 抗	1
建 一座 室外 塔 座位	1
船隻 海灣 有個 讓 寬	1
可能 的 也 過境 出現	1
美國 年 播出 在 日	1
来自 和 并 这个 引入	0
饰演 竞争 客串 而 歌手	0
公园 通往 仅仅 备用 一条	0
的 或是 正式 官方 為	1
包括 以及 支持 陸軍中尉 中尉	1
構想 水壩 長江 撰寫 年	1
的 工程师 和 冶金 是	0
关心 贵宾室 位置 也 国务院	0
