predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('突然', -0.5080995559692383), ('很', -0.5098097622394562), ('我', -0.5105017721652985), ('不断', -0.5111450850963593), ('改变', -0.5175724625587463)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('動物', -0.5493423044681549), ('牠', -0.5493612587451935), ('這種', -0.5493965446949005), ('年', -0.5494017899036407), ('和普羅', -0.5494100153446198)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('了', -0.54884073138237), ('和', -0.5489132106304169), ('建立', -0.5489331781864166), ('公共', -0.5489363074302673), ('並', -0.5489798188209534)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('石油', -0.5043052732944489), ('也', -0.5060429573059082), ('生产', -0.5155820846557617), ('工业', -0.5160321891307831), ('设备', -0.5281639099121094)]	['艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '年 中華民國政府 設置 桃園縣', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车']
1	1	[('可能', -0.5497048795223236), ('於', -0.5497335195541382), ('供水', -0.5497459173202515), ('化工廠', -0.5497502088546753), ('的', -0.5497888326644897)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('单元', -0.5099474787712097), ('所有', -0.5104945302009583), ('中', -0.5109746754169464), ('绝大多数', -0.5116528272628784), ('通常', -0.5119464099407196)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要']
1	1	[('提供', -0.5490326285362244), ('更好', -0.5490626990795135), ('領袖', -0.5491195321083069), ('儘管', -0.5491280555725098), ('政府', -0.5491287708282471)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('菸草', -0.5487217903137207), ('有', -0.5487768650054932), ('加工', -0.5488044321537018), ('製造', -0.5488309562206268), ('玻璃', -0.5488404631614685)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('與', -0.5509907007217407), ('為主', -0.5509988963603973), ('大學生', -0.5510110855102539), ('研究生', -0.551017552614212), ('校區', -0.5511510074138641)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('关于', -0.5076231062412262), ('内容', -0.5076836347579956), ('想法', -0.5078936219215393), ('了', -0.5085261762142181), ('结合', -0.508543998003006)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '年 北京 國子監 成立', '對陳龍斌 來說 書本 非常 重要']
0	0	[('看', -0.5170214176177979), ('应对', -0.518155038356781), ('曾', -0.5202060043811798), ('个', -0.5202476680278778), ('多种', -0.5205026865005493)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('上升', -0.5138412117958069), ('冷锋', -0.5145461857318878), ('并且', -0.5159404277801514), ('位于', -0.5165569186210632), ('内', -0.5166190266609192)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('年', -0.5487024188041687), ('西雅圖', -0.5487247109413147), ('華盛頓大學', -0.5487748682498932), ('後', -0.5487838983535767), ('學業', -0.5487847626209259)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('張', -0.5496041476726532), ('在', -0.5496196448802948), ('電影', -0.5496261417865753), ('扮演', -0.5496465563774109), ('執導', -0.549670547246933)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('具备', -0.5188152194023132), ('公司', -0.5203489363193512), ('开创', -0.5205309987068176), ('财务', -0.5205804407596588), ('任何', -0.5206860601902008)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('几年', -0.5151748955249786), ('被', -0.5176404416561127), ('认为', -0.5183428525924683), ('里', -0.5185480713844299), ('国家', -0.5205903947353363)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('了', -0.4953807592391968)]	['年 北京 國子監 成立', '艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '年 中華民國政府 設置 桃園縣', '向东 转弯 沿着 延伸']
1	1	[('逃離', -0.5479525029659271), ('新', -0.5479870736598969), ('和', -0.5479902029037476), ('俄羅斯', -0.5480030477046967), ('在', -0.5480248332023621)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('執導', -0.5501208901405334), ('拍過', -0.5501310527324677), ('資深', -0.5501420199871063), ('由', -0.550191193819046), ('反恐', -0.5501956343650818)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('人當季', -0.5486039817333221), ('漢姆', -0.5486281216144562), ('唐', -0.5486286282539368), ('扮演', -0.5486457049846649), ('他', -0.5486474335193634)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('她', -0.5469417870044708), ('如', -0.5469748973846436), ('泰爾', -0.5469874739646912), ('族人', -0.546988308429718), ('般的', -0.5469973981380463)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('指環', -0.54831862449646), ('以', -0.5483227968215942), ('戴', -0.5483278632164001), ('裝置', -0.5483441650867462), ('按鍵', -0.5483748614788055)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('本杰明', -0.49379080533981323), ('相差无几', -0.4942309260368347), ('轨迹', -0.49452638626098633), ('上', -0.49606597423553467), ('概念', -0.49903178215026855)]	['年 北京 國子監 成立', '艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '双膝 前 拉 前肢 伸出', '年 中華民國政府 設置 桃園縣']
0	0	[('是', -0.5120510458946228), ('米尔', -0.5124740898609161), ('都', -0.5125020444393158), ('生活', -0.5127867162227631), ('名字', -0.5129232406616211)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车']
0	0	[('用于', -0.5098530054092407), ('打印机', -0.5104717910289764), ('打印', -0.5110885500907898), ('不再', -0.5118231475353241), ('一些', -0.5118589997291565)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('運動', -0.5486391484737396), ('野百合', -0.5486457943916321), ('年', -0.5486613512039185), ('臺灣', -0.548674613237381), ('該', -0.5486782789230347)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('蘭州', -0.5492984056472778), ('為', -0.5493857562541962), ('國家級', -0.5494049489498138), ('是', -0.549413412809372), ('國務院', -0.5494161248207092)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('到', -0.5489770472049713), ('唯有', -0.54900062084198), ('這些', -0.549034059047699), ('採用', -0.5490359365940094), ('的', -0.5490610003471375)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('了', -0.5156310498714447), ('使用', -0.5161958038806915), ('乐队', -0.5162324011325836), ('在', -0.5164005756378174), ('回归', -0.5164628624916077)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('之一', -0.546626478433609), ('都市', -0.5466702580451965), ('繼續', -0.546677440404892), ('穩定', -0.5467031300067902), ('稠密', -0.5467173159122467)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('一款', -0.548967182636261), ('設計', -0.5489735007286072), ('的', -0.5489820241928101), ('則是', -0.5490085184574127), ('美國', -0.5490128099918365)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('出', -0.5482050180435181), ('比如', -0.5482167601585388), ('陳', -0.5482175946235657), ('越來越', -0.5482225120067596), ('世', -0.5482778549194336)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('面對', -0.5504807233810425), ('年間', -0.5505428910255432), ('的', -0.5505818426609039), ('長榮', -0.5506175458431244), ('大漲', -0.5506223738193512)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('的', -0.5487402081489563), ('內閣', -0.5487640500068665), ('以', -0.5487744808197021), ('並', -0.5487798154354095), ('大幅', -0.5487951934337616)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('改善', -0.5138925015926361), ('上游', -0.5147516429424286), ('促进', -0.5148887634277344), ('处理', -0.515827089548111), ('重庆', -0.5159203708171844)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('职能', -0.5218633413314819), ('这一', -0.5222738683223724), ('成为', -0.5223831832408905), ('期间', -0.5227856636047363), ('委员会', -0.5232601165771484)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('開始', -0.5486554205417633), ('採用', -0.5486943423748016), ('航空', -0.54869744181633), ('交機', -0.5487364828586578), ('商飛', -0.5487387180328369)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('于', -0.5160292685031891), ('的', -0.5160929262638092), ('感应', -0.5162679851055145), ('和', -0.5165114402770996), ('装置', -0.5171679854393005)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('篇', -0.5001137852668762), ('后', -0.5011684894561768), ('姊妹', -0.5079128444194794), ('出版', -0.5090242922306061)]	['年 北京 國子監 成立', '艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '年 中華民國政府 設置 桃園縣', '向东 转弯 沿着 延伸']
0	0	[('类似', -0.5072543025016785), ('开始', -0.5074129700660706), ('已降', -0.508315235376358), ('用', -0.509508341550827), ('的', -0.5098355412483215)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('族群', -0.5488708019256592), ('和', -0.5488844811916351), ('是', -0.5489085614681244), ('區', -0.5489141941070557), ('大多數', -0.5489237904548645)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('高級', -0.5489435195922852), ('衛生', -0.54900062084198), ('月', -0.549036294221878), ('離開', -0.5490991473197937), ('到期', -0.5491312742233276)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
1	1	[('而且', -0.5479570031166077), ('用來', -0.5480502545833588), ('半自動', -0.548069417476654), ('稱', -0.5480769872665405), ('實拍', -0.5480815470218658)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('原住民', -0.5073481202125549), ('从', -0.5084647238254547), ('曾', -0.5109779238700867), ('悉尼', -0.5113104283809662), ('搬到', -0.5114972591400146)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要']
1	1	[('沒有', -0.5489554703235626), ('可言', -0.5492768585681915), ('出場', -0.5492828190326691), ('自己', -0.5492893159389496), ('他', -0.5493439733982086)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('不同', -0.5143535733222961), ('内在', -0.5147115290164948), ('人', -0.5153533518314362), ('有', -0.5181761682033539), ('限制', -0.5189251601696014)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('一個', -0.5497125387191772), ('編輯', -0.5497333705425262), ('了', -0.549738347530365), ('攝影機', -0.5497388541698456), ('般的', -0.5497540831565857)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('已经', -0.5146468877792358), ('和', -0.5155110657215118), ('机构', -0.5178378820419312), ('最初', -0.5179570317268372), ('提名', -0.5181110203266144)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('還在', -0.5494919419288635), ('尚未', -0.5495510101318359), ('研發', -0.5495768487453461), ('裝置', -0.54961097240448), ('都', -0.55049929022789)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('至', -0.5037617087364197), ('公园', -0.5044006407260895), ('毗邻', -0.5046810805797577), ('国家', -0.5052144527435303), ('林区', -0.5067939758300781)]	['艾維斯 並搬 到 巴黎', '年 北京 國子監 成立', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要', '向东 转弯 沿着 延伸']
1	1	[('感到', -0.5463458299636841), ('相容性', -0.5464213192462921), ('主觀', -0.5464279353618622), ('價值', -0.5464287996292114), ('高度', -0.5464350283145905)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('第一次', -0.5034313499927521), ('字典', -0.5034821331501007), ('用法', -0.5041519999504089), ('是', -0.5041944086551666), ('之前', -0.505086213350296)]	['年 北京 國子監 成立', '艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '年 中華民國政府 設置 桃園縣', '向东 转弯 沿着 延伸']
0	0	[('首架', -0.5054567456245422), ('月', -0.5063473582267761), ('海南', -0.506383866071701), ('飞机', -0.506651371717453), ('收到', -0.5071431994438171)]	['年 北京 國子監 成立', '艾維斯 並搬 到 巴黎', '對陳龍斌 來說 書本 非常 重要', '年 中華民國政府 設置 桃園縣', '向东 转弯 沿着 延伸']
0	0	[('年代', -0.5072607398033142), ('的', -0.5082291662693024), ('城门', -0.5097892880439758), ('一座', -0.5108417272567749), ('了', -0.5115142166614532)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要']
1	1	[('慶祝', -0.5497681498527527), ('公司', -0.5497754216194153), ('創立', -0.5498066842556), ('台灣', -0.5498174428939819), ('長榮', -0.549819141626358)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('绑架', -0.5155826210975647), ('丛林中', -0.5168634355068207), ('的', -0.5180413722991943), ('希望', -0.5184489190578461), ('能', -0.5188451409339905)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
1	1	[('稱', -0.5493369102478027), ('所以', -0.5493530333042145), ('本季', -0.5494445860385895), ('試圖', -0.5494920015335083), ('一集', -0.549514502286911)]	['成 大 位於 台灣 台南市', '國道 二號 通往 桃園 國際機場', '中原大學 體育館', '內徑 為 公尺', '運動 醫學 教授']
0	0	[('大约', -0.5124499201774597), ('伦敦', -0.5150680840015411), ('月', -0.5158403515815735), ('乐队', -0.516019195318222), ('演出', -0.5161786377429962)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('洛', -0.5087480247020721), ('抒发', -0.5090636014938354), ('和', -0.5094163119792938), ('是', -0.5103135406970978), ('诗歌', -0.5109140574932098)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要']
0	0	[('说', -0.5125302076339722), ('错误', -0.512791097164154), ('了', -0.5133238434791565), ('怀特', -0.5136099457740784), ('反复', -0.5141660571098328)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要']
0	0	[('法兰克福', -0.5113089978694916), ('工作', -0.5114611089229584), ('纳入', -0.5117117166519165), ('世纪', -0.512261301279068), ('标志', -0.5126202702522278)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '年 中華民國政府 設置 桃園縣', '對陳龍斌 來說 書本 非常 重要']
0	0	[('第三个', -0.5111277103424072), ('雪铁龙', -0.5113488137722015), ('截至', -0.511364221572876), ('两个', -0.5129032731056213), ('有', -0.514202892780304)]	['艾維斯 並搬 到 巴黎', '向东 转弯 沿着 延伸', '年 中華民國政府 設置 桃園縣', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備']
