predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('delfìn', -0.6785335540771484), ('in', -0.6787376403808594), ('do', -0.678849071264267), ('marìnna', -0.6788680255413055), ('famìggia', -0.6788767576217651)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('a', -0.6782151460647583), ('i', -0.67878457903862), ('boschi', -0.6788576245307922), ('da', -0.6788961589336395), ('faiallo', -0.6789575815200806)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('la', -0.694097250699997), ('per', -0.6941304206848145), ('una', -0.694131076335907), ('i', -0.6941324174404144), ('volta', -0.6941565275192261)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'è un aspetto essenziale', 'tutta la metodologia sarà trasparente', 'avete dichiarato che sarà così']
0	0	[('orientâ', -0.6789882183074951), ('laxia', -0.679115355014801), ('giacarta', -0.6792639493942261), ('a', -0.6794590055942535), ('ofiçiâ', -0.6795082092285156)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('pe', -0.677702009677887), ('ciû', -0.6784340739250183), ('de', -0.6795535981655121), ('e', -0.6795761585235596), ('muggio', -0.679586261510849)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('da', -0.6774116456508636), ('de', -0.6786480247974396), ('zùgno', -0.6786587238311768), ('chi', -0.6789876818656921), ('lé', -0.679099828004837)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('costituisce', -0.6883871555328369), ('lunico', -0.6884202063083649), ('la', -0.6906788051128387), ('alla', -0.6907243728637695), ('delle', -0.6907297968864441)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'non esistono droghe leggere', 'idare la predetta assemblea', 'avete dichiarato che sarà così']
0	0	[('repaà', -0.6787363886833191), ('finâfeste', -0.6787739396095276), ('se', -0.6788262128829956), ('festa', -0.6789151132106781), ('san', -0.6789344847202301)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('repübbrica', -0.6777137219905853), ('du', -0.6780096292495728), ('ligüe', -0.6780111789703369), ('a', -0.6784504354000092), ('fà', -0.6784980595111847)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'non esistono droghe leggere']
0	0	[('quélle', -0.6789817810058594), ('pöco', -0.6790021657943726), ('scê', -0.679047018289566), ('e', -0.6790675222873688), ('ægoe', -0.6792064309120178)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('insieme', -0.6787855923175812), ('principi', -0.6887160837650299), ('poter', -0.6887185275554657), ('fatto', -0.6887238025665283), ('superare', -0.6887367069721222)]	['occorre trovare una soluzione', 'idare la predetta assemblea', 'è un aspetto essenziale', 'vorrei porle una domanda', 'ha avuto dei contatti']
1	1	[('il', -0.6799472868442535), ('strada', -0.6890537440776825), ('a', -0.6890563666820526), ('fermamente', -0.6890741586685181), ('tale', -0.6890745759010315)]	['occorre trovare una soluzione', 'idare la predetta assemblea', 'è un aspetto essenziale', 'vorrei porle una domanda', 'coëgiacrocefieschi a croxedavagna dägnafascia']
0	0	[('atlantico', -0.6784184873104095), ('cummuna', -0.6790633499622345), ('mâ', -0.6791270077228546), ('do', -0.6792161166667938), ('sudafrica', -0.6792325079441071)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('ed', -0.6941352486610413), ('non', -0.6944171786308289), ('optano', -0.694556325674057), ('per', -0.6946031153202057), ('tossicodipendenti', -0.6946115493774414)]	['vorrei porle una domanda', 'vorrei fare però unaltra osservazione', 'ha avuto dei contatti', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
0	0	[('pe', -0.678857833147049), ('cumbustibili', -0.6791642010211945), ('e', -0.6793185174465179), ('u', -0.6794416010379791), ('vuè', -0.6797598898410797)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
1	1	[('chiaro', -0.6799233257770538), ('è', -0.6799236834049225), ('per', -0.689210832118988), ('dobbiamo', -0.6892108619213104), ('futuro', -0.6892126202583313)]	['vorrei porle una domanda', 'occorre trovare una soluzione', 'idare la predetta assemblea', 'ha avuto dei contatti', 'è un aspetto essenziale']
0	0	[('secolo', -0.6800591349601746), ('into', -0.6802308261394501), ('che', -0.6803790032863617), ('passòu', -0.6805508732795715), ('via', -0.6805626749992371)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('in', -0.6933365166187286), ('ha', -0.6933428347110748), ('globale', -0.6934126615524292), ('cost', -0.6935626268386841), ('se', -0.6973495781421661)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'è un aspetto essenziale', 'avete dichiarato che sarà così', 'tutta la metodologia sarà trasparente']
1	1	[('rispetto', -0.6810768246650696), ('era', -0.6812048256397247), ('delle', -0.6902462244033813), ('e', -0.690250426530838), ('contrario', -0.6902625262737274)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'prima della votazione']
1	1	[('ancora', -0.6917673349380493), ('lindustria', -0.691867858171463), ('innovazione', -0.6918735206127167), ('propria', -0.6918801069259644), ('la', -0.6919152140617371)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
1	1	[('decisione', -0.6889654099941254), ('strumento', -0.6889654397964478), ('di', -0.6889704167842865), ('voluto', -0.6889728903770447), ('lo', -0.6889812648296356)]	['occorre trovare una soluzione', 'idare la predetta assemblea', 'vorrei porle una domanda', 'è un aspetto essenziale', 'ha avuto dei contatti']
1	1	[('al', -0.6838602423667908), ('lonorevole', -0.6838732659816742), ('suo', -0.683876246213913), ('abbia', -0.6896515488624573), ('dispiace', -0.6896550059318542)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'idare la predetta assemblea', 'avete dichiarato che sarà così', 'coëgiacrocefieschi a croxedavagna dägnafascia']
0	0	[('inti', -0.677699625492096), ('in', -0.6780857443809509), ('campionài', -0.6790943443775177), ('rifundà', -0.679168164730072), ('profesionisti', -0.6791839897632599)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('al', -0.6806911826133728), ('attribuire', -0.6807148456573486), ('di', -0.6891272664070129), ('ciò', -0.6891364753246307), ('quanto', -0.6891381442546844)]	['occorre trovare una soluzione', 'idare la predetta assemblea', 'è un aspetto essenziale', 'coëgiacrocefieschi a croxedavagna dägnafascia', 'vorrei porle una domanda']
0	0	[('castreveiu', -0.6809764504432678), ('e', -0.6809996366500854), ('barestìn', -0.6812342405319214), ('cixan', -0.6813283264636993), ('cunfina', -0.681462824344635)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('dialettu', -0.6782413721084595), ('casterveiu', -0.6787383854389191), ('intu', -0.6790038049221039), ('ascì', -0.6792966425418854), ('inta', -0.6793545186519623)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('ai', -0.6778946220874786), ('scinnai', -0.6780366003513336), ('cóntra', -0.6781146824359894), ('cho', -0.6783783137798309), ('i', -0.6794479787349701)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'non esistono droghe leggere']
0	0	[('de', -0.6788515150547028), ('pe', -0.6789257228374481), ('sôla', -0.6789513528347015), ('in', -0.6789582669734955), ('eoropêa', -0.6790339946746826)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('giamaicano', -0.6875217258930206), ('pensato', -0.6875554919242859), ('si', -0.6875555217266083), ('ha', -0.6875570118427277), ('è', -0.6913105845451355)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'idare la predetta assemblea', 'non esistono droghe leggere', 'avete dichiarato che sarà così']
0	0	[('a', -0.6790313422679901), ('lurtima', -0.6792206764221191), ('precedente', -0.6793838739395142), ('moddo', -0.6796053051948547), ('campanna', -0.6796218454837799)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('un', -0.6919325292110443), ('strumentalistico', -0.6919521391391754), ('approccio', -0.6919557452201843), ('dellonorevole', -0.6919595003128052), ('caratterizzata', -0.6919600367546082)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
0	0	[('parlamentâre', -0.6781373620033264), ('e', -0.6781454980373383), ('ménbri', -0.6800733804702759), ('vêgne', -0.6802254319190979), ('democraçîa', -0.6802711486816406)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('urtimi', -0.6795393824577332), ('pin', -0.6795604228973389), ('vissi', -0.6795642971992493), ('pe', -0.6816174983978271), ('nasciûi', -0.6824354529380798)]	['non esistono droghe leggere', 'vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti']
1	1	[('trovare', -0.6971953511238098), ('intesi', -0.6971977949142456), ('su', -0.6972029507160187), ('possano', -0.6972281634807587), ('e', -0.697240024805069)]	['vorrei porle una domanda', 'vorrei fare però unaltra osservazione', 'ha avuto dei contatti', 'dichiarazioni scritte articolo', 'poi agli inizi di dicembre']
1	1	[('un', -0.6928489804267883), ('come', -0.6929434835910797), ('sia', -0.6930256485939026), ('simile', -0.6931683123111725), ('possibile', -0.6932486295700073)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'è un aspetto essenziale', 'avete dichiarato che sarà così', 'tutta la metodologia sarà trasparente']
0	0	[('carateristiche', -0.6783018410205841), ('giurnali', -0.6790529191493988), ('lerùn', -0.6791235208511353), ('sun', -0.6791286766529083), ('de', -0.6791588068008423)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('delle', -0.6951285302639008), ('il', -0.6951385736465454), ('conferenze', -0.6951481699943542), ('lonore', -0.6951485872268677), ('relazione', -0.6951645314693451)]	['vorrei porle una domanda', 'vorrei fare però unaltra osservazione', 'ha avuto dei contatti', 'dichiarazioni scritte articolo', 'forma di trattamento medico alternativo']
0	0	[('río', -0.6782653629779816), ('stæto', -0.6784224212169647), ('o', -0.6802234053611755), ('plata', -0.680717796087265), ('del', -0.680721253156662)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('pé', -0.6777646541595459), ('xiv', -0.6777791082859039), ('süccar', -0.6787336766719818), ('u', -0.6792536973953247), ('pèrde', -0.679483026266098)]	['non esistono droghe leggere', 'vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti']
0	0	[('arbenganese', -0.6784965991973877), ('carateristiche', -0.6790236830711365), ('riscuntrabili', -0.6790845394134521), ('de', -0.6790891289710999), ('peò', -0.6791928708553314)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('abitanti', -0.6786096692085266), ('a', -0.6792185306549072), ('de', -0.6792944967746735), ('rivëa', -0.67949578166008), ('lè', -0.6797085404396057)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('priezein', -0.6788913011550903), ('dancö', -0.6789461970329285), ('spérun', -0.6789815127849579), ('del', -0.6789900064468384), ('te', -0.6790017783641815)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('troveranno', -0.6917422711849213), ('auguro', -0.6917479336261749), ('a', -0.6917482912540436), ('soluzione', -0.6917546987533569), ('questa', -0.6917568147182465)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
1	1	[('sacconi', -0.6795553267002106), ('altri', -0.6795782446861267), ('portassero', -0.6891144514083862), ('contribuito', -0.6891155242919922), ('che', -0.6891201138496399)]	['vorrei porle una domanda', 'idare la predetta assemblea', 'occorre trovare una soluzione', 'ha avuto dei contatti', 'è un aspetto essenziale']
0	0	[('inte', -0.6777539849281311), ('letiatûa', -0.6778992116451263), ('deoröpa', -0.678095132112503), ('o', -0.6793698072433472), ('làrte', -0.6796773970127106)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('ö', -0.6780718266963959), ('lusenbùrgo', -0.6787915825843811), ('dinìçio', -0.6788671910762787), ('acatòu', -0.678907185792923), ('rociôzo', -0.6789087951183319)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('harrison', -0.6939661204814911), ('relazione', -0.6940125226974487), ('a', -0.699793130159378)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'è un aspetto essenziale', 'tutta la metodologia sarà trasparente', 'avete dichiarato che sarà così']
1	1	[('realizzabili', -0.699190080165863), ('accettare', -0.7095422446727753), ('obiettivi', -0.7096115350723267), ('vincolanti', -0.709673672914505), ('solo', -0.7096760272979736)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'tutta la metodologia sarà trasparente', 'è un aspetto essenziale', 'avete dichiarato che sarà così']
1	1	[('conti', -0.6802008152008057), ('commissione', -0.6895104646682739), ('sanzioni', -0.6895115077495575), ('che', -0.689513236284256), ('la', -0.6895141005516052)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'idare la predetta assemblea']
0	0	[('ascì', -0.6785703003406525), ('aleæ', -0.678605705499649), ('diventâ', -0.6790687143802643), ('socialìsta', -0.6790795028209686), ('lòcupaçión', -0.6790815889835358)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('dancö', -0.6771893203258514), ('larea', -0.6785208284854889), ('ghè', -0.6791550815105438), ('de', -0.6792064309120178), ('ciü', -0.6792111694812775)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('emerse', -0.6916687190532684), ('le', -0.6916853785514832), ('molto', -0.6916928291320801), ('idee', -0.6916946768760681), ('commissione', -0.6916989386081696)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
1	1	[('ed', -0.6958385705947876), ('molto', -0.6958434581756592), ('pareri', -0.6958509087562561), ('i', -0.6958509981632233), ('sulle', -0.6958592534065247)]	['vorrei porle una domanda', 'vorrei fare però unaltra osservazione', 'ha avuto dei contatti', 'dichiarazioni scritte articolo', 'poi agli inizi di dicembre']
0	0	[('datâ', -0.6788449585437775), ('san', -0.6788579821586609), ('in', -0.6788641214370728), ('e', -0.6789351403713226), ('ag', -0.6789776980876923)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('da', -0.6778331398963928), ('fossili', -0.6795207858085632), ('mâ', -0.6796195209026337), ('oligocene', -0.6796454787254333), ('miocene', -0.6796780824661255)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('essere', -0.6916877329349518), ('anni', -0.6919674277305603), ('aspettano', -0.6923185586929321), ('da', -0.6924419701099396), ('di', -0.6924438774585724)]	['occorre trovare una soluzione', 'non esistono droghe leggere', 'è un aspetto essenziale', 'avete dichiarato che sarà così', 'tutta la metodologia sarà trasparente']
0	0	[('se', -0.6788607835769653), ('merc', -0.6792989373207092), ('sentru', -0.680198073387146), ('setemàna', -0.6803601682186127), ('feragustu', -0.6803713440895081)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('çeexa', -0.6777091026306152), ('prunus', -0.6781730949878693), ('fruto', -0.6794663667678833), ('o', -0.6796587407588959), ('specce', -0.6797532141208649)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('indüstriäle', -0.6781575381755829), ('da', -0.6784761846065521), ('ciü', -0.6798098087310791), ('siderürgia', -0.6800569295883179), ('stòia', -0.6801003217697144)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
1	1	[('e', -0.6812449991703033), ('alle', -0.6900871694087982), ('essere', -0.6900871992111206), ('un', -0.6900877952575684), ('che', -0.6900893747806549)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'prima della votazione']
1	1	[('relatore', -0.6805409789085388), ('allassemblea', -0.6890221834182739), ('temerarietà', -0.6890310645103455), ('una', -0.6890319883823395), ('il', -0.6890449523925781)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'idare la predetta assemblea', 'coëgiacrocefieschi a croxedavagna dägnafascia', 'arasce albenga arbenga albisola superiore']
1	1	[('obiettori', -0.6834385991096497), ('servizio', -0.6834937930107117), ('autorità', -0.6834976077079773), ('occupino', -0.6904855668544769), ('le', -0.6904906630516052)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'idare la predetta assemblea', 'vorrei porle una domanda', 'coëgiacrocefieschi a croxedavagna dägnafascia']
1	1	[('le', -0.6848789155483246), ('private', -0.684880793094635), ('di', -0.6898459494113922), ('si', -0.6898520886898041), ('stoccaggio', -0.6898668110370636)]	['occorre trovare una soluzione', 'è un aspetto essenziale', 'idare la predetta assemblea', 'avete dichiarato che sarà così', 'coëgiacrocefieschi a croxedavagna dägnafascia']
1	1	[('ripetendo', -0.6912081837654114), ('voteremo', -0.6912172734737396), ('la', -0.6912252306938171), ('ho', -0.6912264823913574), ('allinizio', -0.6912350952625275)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
1	1	[('dare', -0.6792113780975342), ('esattamente', -0.6888094246387482), ('allindustria', -0.6888266205787659), ('invece', -0.6888282895088196), ('nuovo', -0.6888379156589508)]	['occorre trovare una soluzione', 'idare la predetta assemblea', 'è un aspetto essenziale', 'vorrei porle una domanda', 'ha avuto dei contatti']
1	1	[('di', -0.6924421489238739), ('lavoro', -0.6924797594547272), ('un', -0.6924899220466614), ('le', -0.6924922168254852), ('creerà', -0.6925002038478851)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
0	0	[('piccola', -0.6789635419845581), ('pàize', -0.6791967153549194), ('trenìn', -0.6792477369308472), ('a', -0.679262101650238), ('zenaeconomîainto', -0.6792964935302734)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('fæti', -0.678491085767746), ('mòddo', -0.678937703371048), ('ànni', -0.6789792478084564), ('inti', -0.6789974868297577), ('lòcupaçión', -0.6792124509811401)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'non esistono droghe leggere']
0	0	[('cangiamènti', -0.6788361370563507), ('intu', -0.6794980466365814), ('riscuntrà', -0.679635763168335), ('du', -0.6796531677246094), ('àuguia', -0.6798072755336761)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('zanne', -0.6777748763561249), ('gêxa', -0.6788652241230011), ('medievâ', -0.6797395050525665), ('lucalitài', -0.6797904968261719), ('san', -0.6799095571041107)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('ægoe', -0.6787058413028717), ('migiæa', -0.6790673732757568), ('mangian', -0.6790797412395477), ('tropicâli', -0.6791274547576904), ('anâ', -0.6791276037693024)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('istat', -0.6793724000453949), ('clavesana', -0.6794442534446716), ('interessecastê', -0.6794587969779968), ('furèstedându', -0.6794743537902832), ('de', -0.6795571446418762)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
1	1	[('settore', -0.6919196546077728), ('fondamentale', -0.6919392347335815), ('saito', -0.6919638514518738), ('è', -0.6919748187065125), ('foreste', -0.6919873654842377)]	['vorrei porle una domanda', 'ha avuto dei contatti', 'vorrei fare però unaltra osservazione', 'forma di trattamento medico alternativo', 'dichiarazioni scritte articolo']
0	0	[('ligùria', -0.6788033843040466), ('da', -0.6788785755634308), ('comûni', -0.6810499429702759), ('ghè', -0.6821165680885315), ('ligùriainta', -0.6828275322914124)]	['non esistono droghe leggere', 'vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti']
0	0	[('stàu', -0.6775742471218109), ('stabile', -0.678727924823761), ('fß', -0.678812175989151), ('du', -0.6788714230060577), ('in', -0.6789447367191315)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
0	0	[('conosciûa', -0.6776060461997986), ('m', -0.677714616060257), ('giànca', -0.6790490448474884), ('ciù', -0.6791668236255646), ('famìggia', -0.6794398725032806)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'non esistono droghe leggere', 'ha avuto dei contatti']
0	0	[('in', -0.6791516244411469), ('de', -0.6794463694095612), ('cavour', -0.6794973015785217), ('eredità', -0.6796593070030212), ('praticava', -0.6797160506248474)]	['vorrei fare però unaltra osservazione', 'poi agli inizi di dicembre', 'siamo invece divisi nelle risposte', 'ha avuto dei contatti', 'lv la ringrazio signora presidente']
