predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('australi', -0.5136429965496063), ('o', -0.5138586461544037), ('li', -0.5141783058643341), ('foru', -0.514189749956131), ('duranti', -0.5141996145248413)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('contraddittori', -0.48421138525009155), ('e', -0.48739147186279297), ('bioenergia', -0.4880865216255188), ('strumenti', -0.48924005031585693), ('altre', -0.490192174911499)]	['vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'occorre trovare una soluzione', 'il debito estero del', 'siamo invece divisi nelle risposte']
0	0	[('fora', -0.5129258930683136), ('nta', -0.5142388343811035), ('tirrimotu', -0.5144332051277161), ('particulari', -0.5145684778690338), ('un', -0.5148152410984039)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('gradi', -0.5123056173324585), ('cori', -0.513050377368927), ('di', -0.5133480727672577), ('na', -0.5133561193943024), ('caluri', -0.5136241614818573)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('lorganizzazzioni', -0.5130265057086945), ('pi', -0.513196736574173), ('uccidintali', -0.5132273137569427), ('scigghiu', -0.5133047997951508), ('hannu', -0.5138991475105286)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('sti', -0.5128872692584991), ('ncridienti', -0.5130786597728729), ('sunnu', -0.5137416124343872), ('essinziali', -0.5137666463851929), ('c', -0.5137700140476227)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('indiscusso', -0.48688191175460815), ('è', -0.4874899983406067), ('al', -0.48769861459732056), ('indiscutibile', -0.4887450337409973), ('nella', -0.48896920680999756)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('ê', -0.5141822695732117), ('nzinu', -0.5142104625701904), ('lìmmiti', -0.5143768787384033), ('agghicari', -0.514536589384079), ('turri', -0.5146652460098267)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('farlo', -0.4830179810523987), ('non', -0.48547738790512085), ('commissione', -0.48688024282455444), ('impone', -0.48701757192611694), ('di', -0.4874446988105774)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('di', -0.514372855424881), ('e', -0.5147489011287689), ('parti', -0.5153913497924805), ('troposfera', -0.5154089629650116), ('atmosfèrici', -0.5160837471485138)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('leuropa', -0.484116792678833), ('una', -0.4842427968978882), ('sta', -0.4846143126487732), ('industriale', -0.4852568507194519), ('preminente', -0.48546040058135986)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('formunu', -0.5116796493530273), ('lautra', -0.5136168599128723), ('posizzioni', -0.5137790143489838), ('pruspittiva', -0.5138177573680878), ('apparenti', -0.5138639807701111)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('questa', -0.48282313346862793), ('ignori', -0.4838751554489136), ('europeo', -0.484907865524292), ('cittadino', -0.48542916774749756), ('del', -0.4867655634880066)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('presidente', -0.4864192605018616), ('signora', -0.48667293787002563), ('innanzi', -0.48708999156951904), ('sostegno', -0.4872729182243347), ('della', -0.48742133378982544)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('la', -0.49041521549224854), ('internazionale', -0.4905158281326294), ('biocarburanti', -0.49100327491760254), ('per', -0.49109017848968506), ('questa', -0.4911843538284302)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('misura', -0.5119195580482483), ('secunnu', -0.5124954581260681), ('nun', -0.5124991834163666), ('sunnu', -0.5127870738506317), ('unitati', -0.5129770338535309)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('al', -0.491627037525177), ('del', -0.4926580786705017), ('può', -0.4930190443992615), ('riguardo', -0.4935773015022278), ('commissione', -0.4943894147872925)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('pò', -0.514195054769516), ('di', -0.5144012868404388), ('èssiri', -0.5144440829753876), ('cu', -0.5145009458065033), ('unnulatorî', -0.5146400630474091)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('mulinello', -0.5142813920974731), ('pruvincia', -0.514336109161377), ('chilometri', -0.5144574046134949), ('ciumi', -0.5145379900932312), ('miliddisi', -0.5145479738712311)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('tecnologia', -0.4802511930465698), ('del', -0.4808560609817505), ('molto', -0.48117148876190186), ('una', -0.4820367693901062), ('e', -0.48263728618621826)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('ntonzi', -0.504539281129837), ('di', -0.5056057572364807), ('addiventa', -0.5064316689968109), ('capitali', -0.5065200924873352), ('la', -0.5066364407539368)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
0	0	[('ca', -0.5141112506389618), ('charles', -0.5141706764698029), ('sismòlugu', -0.5143354833126068), ('nummàrica', -0.5144217312335968), ('richter', -0.5144328474998474)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('affermato', -0.4840584397315979), ('dellattività', -0.48414260149002075), ('per', -0.4843215346336365), ('lascia', -0.4847409129142761), ('suo', -0.48481953144073486)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('dâ', -0.5126385688781738), ('chiani', -0.5128438174724579), ('li', -0.5128632485866547), ('è', -0.5130979418754578), ('ginirusi', -0.5131866931915283)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
0	0	[('di', -0.5144916772842407), ('attinta', -0.5145901739597321), ('o', -0.514733761548996), ('sabutaggiu', -0.5152410268783569), ('facennu', -0.5153808891773224)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('il', -0.48419511318206787), ('della', -0.4852373003959656), ('economia', -0.4862295389175415), ('nostra', -0.4873958230018616), ('futuro', -0.48826348781585693)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('pi', -0.5120431482791901), ('nu', -0.5121369361877441), ('s', -0.5130862891674042), ('gruppu', -0.513187825679779), ('natura', -0.5133574306964874)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('nostro', -0.48233920335769653), ('può', -0.48402512073516846), ('la', -0.4842209219932556), ('bilancio', -0.4844568371772766), ('china', -0.48491013050079346)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('una', -0.48610007762908936), ('deliberata', -0.4884262681007385), ('scelta', -0.48934245109558105)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'siamo invece divisi nelle risposte']
1	1	[('nella', -0.48349738121032715), ('scopo', -0.4867245554924011), ('brasile', -0.48678529262542725), ('emergenti', -0.48686277866363525), ('nuove', -0.4869210124015808)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('del', -0.48225659132003784), ('pianeta', -0.4832373261451721), ('globale', -0.4836479425430298), ('la', -0.48449552059173584), ('nove', -0.4862890839576721)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('troppo', -0.4827941656112671), ('vadano', -0.48493874073028564), ('obiettivi', -0.4859156608581543), ('proposte', -0.4866674542427063), ('le', -0.4868921637535095)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('intensità', -0.48448920249938965), ('alta', -0.4854249358177185), ('i', -0.4858776330947876), ('settore', -0.4861603379249573), ('la', -0.48678040504455566)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('proposte', -0.48918282985687256), ('che', -0.48929375410079956), ('fondamentale', -0.4897416830062866), ('le', -0.48985588550567627), ('quelle', -0.49080806970596313)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('nazioni', -0.47541046142578125), ('signora', -0.481687068939209), ('affamate', -0.4816989302635193), ('e', -0.48209601640701294), ('energia', -0.4824732542037964)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'siamo invece divisi nelle risposte']
1	1	[('e', -0.48423492908477783), ('nel', -0.4844241738319397), ('dellambiente', -0.48453962802886963), ('della', -0.4848337769508362), ('del', -0.48501867055892944)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('prisintava', -0.5128987431526184), ('cchiossai', -0.5130282044410706), ('di', -0.5130724310874939), ('rifirenza', -0.5131641626358032), ('ppi', -0.5133129060268402)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('gassusa', -0.511019378900528), ('massa', -0.5119057297706604), ('di', -0.5128671526908875), ('la', -0.5131805539131165), ('lu', -0.5132068693637848)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('a', -0.5139134526252747), ('n', -0.5140157341957092), ('di', -0.5141000747680664), ('giugràfichi', -0.5142288208007812), ('situatu', -0.5143411755561829)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('riggiuni', -0.5127415657043457), ('unitu', -0.5135149955749512), ('si', -0.5136424601078033), ('a', -0.513825535774231), ('ntô', -0.5138525366783142)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('veni', -0.5128181278705597), ('lu', -0.5132670700550079), ('assignatu', -0.5133041739463806), ('prima', -0.5133761763572693), ('maiu', -0.513512134552002)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('forma', -0.5115744471549988), ('scecculu', -0.5118300914764404), ('la', -0.5118430554866791), ('li', -0.5121022760868073), ('suprannuminaru', -0.512209564447403)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('fini', -0.5120295286178589), ('e', -0.5121143758296967), ('sulu', -0.5125110447406769), ('affirmàrisi', -0.5127126574516296), ('dû', -0.5127660632133484)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('ciumara', -0.5104842483997345), ('mmartulumìu', -0.5107757151126862), ('scurri', -0.5110899806022644), ('chiù', -0.5114966332912445), ('mòdica', -0.5115360021591187)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('cridìanu', -0.5134539008140564), ('pari', -0.513483315706253), ('la', -0.5134841203689575), ('luci', -0.513584166765213), ('anni', -0.5137439668178558)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('listituzzioni', -0.5131843090057373), ('è', -0.5134619772434235), ('lòrgani', -0.5140778422355652), ('listituti', -0.5143791139125824), ('riggiuni', -0.5143963396549225)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
1	1	[('di', -0.4851757884025574), ('il', -0.48519593477249146), ('lo', -0.48823630809783936), ('avremo', -0.48840004205703735), ('abbassarlo', -0.4892117381095886)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('suttaggèniri', -0.5132741034030914), ('su', -0.5133405029773712), ('hjavi', -0.5133432149887085), ('li', -0.513432651758194), ('duke', -0.5135068595409393)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('sù', -0.5117895007133484), ('binivintanu', -0.5119966268539429), ('lu', -0.5121972858905792), ('ecc', -0.5126275718212128), ('palazzu', -0.5131645500659943)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('sedi', -0.510293036699295), ('dû', -0.5113032162189484), ('na', -0.5118865668773651), ('assai', -0.5119189023971558), ('g', -0.5120955407619476)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('e', -0.48481297492980957), ('sodo', -0.4884551763534546), ('definire', -0.48988187313079834), ('lavorare', -0.4899598956108093), ('risultati', -0.49049675464630127)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'siamo invece divisi nelle risposte']
0	0	[('n', -0.5130549669265747), ('cm', -0.5130609571933746), ('cchiù', -0.5134679973125458), ('cu', -0.5134685039520264), ('di', -0.5136502385139465)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('molto', -0.4852029085159302), ('questaula', -0.4886091947555542), ('trasparente', -0.4912562370300293), ('e', -0.4913783669471741), ('di', -0.49155688285827637)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('energia', -0.4818243980407715), ('in', -0.484346866607666), ('forme', -0.4861164093017578), ('materia', -0.4868496060371399), ('di', -0.48700469732284546)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('lincidenza', -0.48785752058029175), ('oneri', -0.48790639638900757), ('di', -0.488650918006897), ('questi', -0.4889513850212097), ('bisognerà', -0.48942750692367554)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'siamo invece divisi nelle risposte']
1	1	[('alternative', -0.4865289330482483), ('sfida', -0.48726314306259155), ('daccordo', -0.487285852432251), ('proporre', -0.4875878691673279), ('trova', -0.4880121946334839)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('e', -0.48206180334091187), ('soluzioni', -0.4859297275543213), ('profondo', -0.48613137006759644), ('che', -0.486547589302063), ('biocarburanti', -0.4870731234550476)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('tempo', -0.4819195866584778), ('conosciuto', -0.4838772416114807), ('hanno', -0.48596280813217163), ('radicale', -0.48632365465164185), ('di', -0.4867989420890808)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('dassistamentu', -0.5136135518550873), ('cutuliati', -0.5136401057243347), ('comu', -0.5138594806194305), ('noti', -0.5138711035251617), ('quannu', -0.5142931044101715)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('pesanti', -0.482102632522583), ('adibiti', -0.48375558853149414), ('al', -0.48503631353378296), ('autoveicoli', -0.4862261414527893), ('alcune', -0.4862663149833679)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('spostando', -0.4770975112915039), ('in', -0.4842411279678345)]	['vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'occorre trovare una soluzione', 'il debito estero del', 'siamo invece divisi nelle risposte']
0	0	[('forti', -0.5143640637397766), ('dû', -0.5144115388393402), ('n', -0.5144732296466827), ('sèntiri', -0.5146439969539642), ('prisenza', -0.5147041976451874)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
0	0	[('definita', -0.5145374536514282), ('lunghizza', -0.5151472985744476), ('eni', -0.5151499211788177), ('di', -0.5155207812786102), ('comu', -0.5156678259372711)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('mitati', -0.5124711990356445), ('alidrisi', -0.5124944150447845), ('fu', -0.5126915276050568), ('kitâb', -0.5127926170825958), ('ecc', -0.5128488540649414)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('in', -0.4891982674598694), ('non', -0.4898161292076111), ('i', -0.48990607261657715), ('è', -0.4904874563217163), ('modo', -0.4905394911766052)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('lunione', -0.4816743731498718), ('continui', -0.4817500114440918), ('europea', -0.48312705755233765), ('climatico', -0.4842239022254944), ('e', -0.48454749584198)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('lenergia', -0.4853600263595581), ('nucleare', -0.4855493903160095), ('dellavviso', -0.4856516122817993), ('rinnovabili', -0.4857335686683655), ('io', -0.4857369065284729)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('di', -0.5132629573345184), ('mminenti', -0.5132986605167389), ('kariba', -0.5132991373538971), ('na', -0.5133442878723145), ('diga', -0.5135008990764618)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'è laccordo sottoscritto nellambito dellimo']
0	0	[('c', -0.5130935311317444), ('ntâ', -0.5132824182510376), ('pittura', -0.5133433938026428), ('hsv', -0.5135065019130707), ('b', -0.5135704874992371)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('quali', -0.514368087053299), ('surigginau', -0.5147835910320282), ('fagghia', -0.5149746239185333), ('pu', -0.5151154696941376), ('è', -0.5151166915893555)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
1	1	[('dimezzare', -0.4853585958480835), ('generale', -0.4858516454696655), ('parlando', -0.4866707921028137), ('tale', -0.4875786304473877), ('deciso', -0.4899808168411255)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('di', -0.48281919956207275), ('come', -0.4853387475013733), ('signora', -0.4862207770347595), ('accusare', -0.4867655634880066), ('presidente', -0.48699134588241577)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('queste', -0.49132484197616577), ('argomentazioni', -0.4918426275253296), ('oggi', -0.49195051193237305), ('di', -0.492686927318573), ('mie', -0.4931766390800476)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'siamo invece divisi nelle risposte']
1	1	[('delle', -0.48627787828445435), ('nostre', -0.4872443675994873), ('limpatto', -0.4872494339942932), ('perché', -0.48826122283935547), ('europa', -0.4885685443878174)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
1	1	[('diverse', -0.4802238345146179), ('come', -0.4814339280128479), ('rispecchiare', -0.4847526550292969), ('socioeconomiche', -0.48596882820129395), ('nuovi', -0.4860726594924927)]	['occorre trovare una soluzione', 'vorrei fare però unaltra osservazione', 'vorrei porle una domanda', 'il debito estero del', 'si tratta di unottima proposta']
0	0	[('assai', -0.5106093883514404), ('nu', -0.5114576816558838), ('siddu', -0.5115412175655365), ('firiti', -0.5118090212345123), ('custava', -0.5118836760520935)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
0	0	[('gioluggìa', -0.5142980217933655), ('ritinìrisi', -0.5143482089042664), ('ca', -0.5145132541656494), ('lu', -0.5146102905273438), ('sòlita', -0.5146349668502808)]	['occorre trovare una soluzione', 'haiu a jiri si prununza', 'sulla raccomandazione gonzález triviño a', 'non dobbiamo mai dimenticarlo', 'non ritornerò su questo punto']
