sentence	label
美國 對於 紐西蘭	1
当 她 照	0
周杰伦 取消 公司	0
鼠标 基站 维度	0
图 视频 豆子	0
在 多 伊	0
的 作品 传达	0
測試 經常 會	1
菲律宾 广泛 至少	0
城墙 全部 古	0
该 工程 涵盖	0
之後 即使 在	1
雖然 大多數 乘用車	1
這種 鞋類 風格	1
鮭魚 養殖 為	1
年 古生物學家 肯尼斯	1
终点 德鲁 至	0
美國 駐台 領事	1
这个 上 自	0
首个 据说 在	0
據 報導 指出	1
鴨肉 小黃瓜 吃	1
承包商 公司 為	1
该 占领 唐朝	0
用電量 於 即使	1
楊恩 在 挑戰者	1
由 低窪 平原	1
的 以及 是	0
安道尔 郑重 承诺	0
专 兰州 这个	0
为 视频 一个	0
月 日 他	1
这 一 在	0
還 跨國公司 領事館	1
黃頁 書頁 附有	1
另 一個 位	1
尽管 上 取得	0
生於 這位 年輕	1
稱 金鵬 海南	1
為 海南省 年	1
海南 航空 被	0
事实 证明 长荣	0
它们 是 专门	0
做成 膏狀 或	1
机场 为 个	0
是 圣公会 的	0
长江 地处 南京	0
這條 路 與	1
好似 悲伤 她们	0
年 左右 該校	1
开始 应用 连载	0
之后 她 在	0
索尼 將其 位於	1
卡納羅亞 他們 住	1
蘇利南 荷蘭人 則從	1
所谓 苹果 一场	0
年 发布 了	0
年 臺北 發生	1
两架 租赁 波音	0
其他 在 中國	1
相關 功能 也	1
乐章 更长 创作	0
台灣 自 中華民國	1
該計畫 於 年	1
製作 執行	1
我 是 你们	0
记录 哈纳河 萨斯奎	0
女生 經常 會	1
月 日 由于	0
然而 有 許多	1
和 内 等	0
無論 他們 是	1
機場 的 建築	1
为 鲑鱼 湿地	0
坦帕 市 附近	0
威尔 不 知道	0
但是 拉沙德 微妙	1
在 主航廈 現為	1
将 其 引进	0
名为 神龙 汽车	0
全球 各种 文化	0
林心 演艺界 间断	0
在 米 却	0
多位 自 美國	1
根據 清華大學 和	1
博物馆 三楼 和	0
根据 美国 法律	0
专门化 通常 会	0
来 提供 机械	0
一条 尤 的	0
艋 新 城内	0
成為 她 在	1
钾石 和 硼	0
該 節慶 是	1
年 月 学衡	0
曾經 是 樟腦	1
该 城市 繁荣	0
年 認為 辛巴威	1
正好 遇上 年代	1
过去 这种 控制	0
化妆品 针对 的	0
能 遮风挡雨 的	0
員工 年 月	1
上海 是 三個	1
巴塞洛缪 哥伦布 对	0
科恩 把 编剧	0
該隊 後來 於	1
主要 生产 可能	0
圖像 國際 該	1
美國國務院 於 年	1
作为 罗斯 洛立安	0
這種 加工 方法	1
但 的 魔王	0
他 毕业 于	0
基夫 在 今日	0
年 他 的	0
在 荷蘭 占據	1
建議 有 扁平足	1
银鳍 个别 鲨	0
在 抓住 一名	1
主要 是 固定	0
告急 年 至	0
年 長榮 航空	1
是 第一位 定義	1
墙外 挖 了	0
在 進入 西元前	1
牢獄之災 於 年	1
低氣壓 該 數天	1
师范大学 特别 多个	0
她 飾演 蘇東坡	1
的 将 此	0
祕魯 的 哈斯	1
编辑 称其为 自	0
随着 图拉 真对	0
墨西哥 政府 对此	0
六个 它 引来	0
外交部 也 透過	1
与 上海 公共	0
世纪 初 开始	0
有时 有轨 电车	0
开来 海港 位于	0
一样 艺术家 他	0
前行 段 路程	0
運輸部 的 時速	1
高雄 捷运 公司	0
義大利 年 布魯克斯	1
年 創設 管理	1
自 年代 的	1
年 該 公司	1
印表機 塗上一層 液體	1
長安 該 集團	1
在 美国 人字	0
死 的 场景	0
这些 加工 技术	0
生活 方式 密不可分	1
郵報 線上 的	1
于 长城 区域	0
頭皮 在 一天	1
彎折 成 字形	1
年 航空 台北	1
透明 凝胶 状	0
前 哥伦布 时代	0
城牆 周長 英里	1
进去 人们 观察	0
的 於 目前	1
種最 中則 它	1
内阁 成员 集体	0
该路 过河 后	0
联邦 承诺 在	0
地带 于 持续	0
航空 獲 美國	1
鼠标 电线 近程	0
制造 出奇 的	0
图形用户界面 指针 显示屏	0
中國 大學 文化	1
世纪 年代 中期	0
于 的 台北	0
在 特寫鏡頭 以	1
最大 為 其	1
由 諮詢 製片人	1
成为 路线 在	0
航空 設於 蘆竹	1
和 在 的	0
年 由于 发生	0
族群 与 台湾	0
後 例如 看到	1
新西兰 世纪 初	0
台湾 该 地区	0
她 把 自己	0
在 選擇 與	1
拉瑟 醜聞 攤上	1
冤假错案 文化大革命 期间	0
歲 時 可以	1
奖 美国 图书馆	0
他 使用 鏈鋸	1
作为 岁 者	0
欧盟 则 规定	0
為 讓 夏威夷	1
此時 以及 型	1
我 视觉 特效	0
火车头 机床 采矿	0
我 从小 就是	0
據 博士 指出	1
接和侧 常见 的	0
車廠 由於 國外	1
根据 中国 传统	0
尽管 在 中东	0
认为 哥哥 的	0
難以 重複 進行	1
提 的 土地	0
然而 当 埃斯	0
赤衣病 的 病原	1
因為 在 路緣	1
鲑鱼 以 自己	0
該計畫 使用 了	1
樱桃 经他 的	0
在 年代 灌溉	1
洗发水 用 头皮	0
台北 帝國 大學	1
获得 政府 大量	0
为 城区 平均	0
這間 公用事業 公司	1
中国 目前 正因	0
不 目前 知道	1
基尔 霍夫 和	0
酪 梨 必須	1
测试 中 涉及	0
這些 寶塔 於	1
年 英格兰 前	0
年 後 逆轉	1
在 胶质 成体	0
牠 們 的	1
名为 年 在	0
海虱 是 一种	0
该片 月 于	0
年 月 日	1
為 影音 俱樂部	1
為 軟體 測試	1
在 他 入读	0
哪怕 预计 大坝	0
因为 于 将	0
他 很快 被	1
概括 而言 測試	1
屠 於 年	1
该县 著名 的	0
年初 该 公司	0
他们 将 这种	0
從 樹上 掉落	1
这次 旅行 让	0
继 国民党 政府	0
在 種植 過程	1
游泳馆 全新 的	0
聚氨酯 制成 的	0
从 贸易 中心	0
倾斜度 这座 山	0
存活 倖免於難 而	1
产卵 鲑会 释放	0
限定 盒裝 版	1
蘭州 西北部 年	1
鳄 梨 和	0
位 在 該市	1
洗髮精 化妝品 公司	1
兒童教育 在 電影業	1
日本 獲勝 後	1
月 日 他	1
该片 和 特别	0
抢险 救灾 高企	0
和 水 他们	0
馬鈴薯 提供 了	1
這種 裝飾 圖案	1
混音 对 坎普	0
的 研究成果 匿名	1
在 強度 達到	1
服务 农业 于	0
正如 屠 呦	0
年 挪威 的	1
迴紋針 文具用品 是將	1
马科 中 也	0
瀋陽 的 緯度	1
发展 是 屏东县	0
金属丝 用途 广泛	0
这处 地产 两座	0
她 欢迎 年	0
定向進化 對 許多	1
由於 導入 台灣	1
林 原本 打算	1
早期 的 农业	0
曾經 好幾個 島嶼	1
观光 很快 全国	0
在 年代 瀋陽	1
的 評為 中	1
布鲁塞尔 下半年 海南	0
治外法權 最終 有	1
結果 雪梨 的	1
在 狀況良好 魚卵	1
自 年 以来	0
他們 的 合作	1
該城 在 遼朝	1
菲利普 发布 各项	0
台灣民眾 會 把	1
年 據 估計	1
盧梭 班 告訴	1
摧毀 該 集中營	1
得到 部落 格	1
中华民国 年 月	0
对立 的 自由党	0
年 转到 托马斯	0
演出 結束 後	1
蕭條 儘管 處於	1
該廠 開始 運作	1
舊城區 南滿 鐵路	1
鲑会 大西洋 到	0
莫雷洛斯 普埃布拉 产量	0
人们 决定 在	0
清朝 御膳 挂炉	0
製圖師 區分 為	1
將 他們 的	1
檢測 目視 有	1
打狗 称呼 源自	0
浦东 诞生 年	0
寫 劇本 這樣	1
多個 帶來 豪雨	1
飞溅 候车 而且	0
元朝 时 曾	0
隔天 特洛伊 的	1
布鲁克斯 的 首场	0
化石 佐證 酪	1
年 美國 墾務	1
全聚德 的 创始人	0
諾貝爾化學獎 得主 李遠哲	1
牠 或成 們	1
億美元 出口 增加	1
花旗 摩根 大通	1
科学家 她 首席	0
审查 走查 或	0
建築設計 對 其	1
啟用 年 於	1
王秋華 的 建築設計	1
布魯克斯 離開 了	1
區 深水 曾經	1
他 称 其	0
總裁 年 月	1
复兴 停飞 台南	0
郊區 隔年 月	1
长荣 航空 的	0
他 曾 获得	0
最终 克莱尔 当	0
计划 于 施工	0
平方英里 联合国粮农组织 的	0
西班牙人 隨後 將	1
南侧 的 台主	0
预计 大坝 将	0
风速 英里 亚瑟	0
电力 九省 两市	0
這個 想法 還	1
鳄梨果 变型 隐蔽	0
企业 最初 的	0
在 完成 了	0
戰爭 年 結束	1
東風 於 年	1
史懷哲 在 一段	1
王國 地區 西藏	1
产品 月 后	0
他 引述 了	1
在 舊城區 清朝	1
布里斯班 媒体 建议	0
紅色 象徵 了	1
在 年代 及	1
然后 用油 给	0
在 許多 語言	1
據 文獻 記載	1
遗产 人鱼 是	0
市内 的 桥	0
之间 至坎顿 于	0
宣战 年 英国	0
某个 开发 或	0
中國 國家電網 有限公司	1
台湾 位于 台北	0
书商 她 午餐	0
这 四座 宝塔	0
美国 总统 贝拉	0
年 海南 航空	1
媒體 管道 因此	1
園區 由 三個	1
學生 在 申請	1
可以 使用 回形针	0
中心 国际 太阳能	0
肺結核 中斷 感染	1
于 蜡烛 这种	0
年 該市 遠遠	1
中 只有 名	0
超市 的 讓	1
逃往 臺灣 的	1
名称 改为 缑厅	0
寫著 粉紅色 影片	1
孩提 家住 沃特	0
曾 是 东南亚	0
拉扯 存放 品质	0
将 描述 为	0
婚礼 前夜 了	0
首播 當日 的	1
在 重慶 的	1
大調 號 和	1
东南大学 师范学校 并入	0
這會 造成 水流	1
屏东 降格 县辖市	0
辽代 初期 这座	0
最终 成为 台湾	0
即使 在 神族	1
截至 年 德纳	0
年 之后 该市	0
和 年 到	1
該 公司 稱為	1
學生 可以 選修	1
字面 意思 青色	0
使用 聚胺 酯	1
該 計劃 包括	1
國際 大型 投資	1
全球 科學家 試	1
滑鼠 原本 是	1
荣誉 不会 这样	0
母亲 一个 两个	0
时期 开始 至	0
过山车 多节 车厢	0
在 中国 她	0
迴紋針 全國 月	1
辛巴威 這也 是	1
扩大 下层 东部	0
涂装 机尾 机身	0
這款 迴紋針 在	1
雪梨 港灣 曾	1
该县 的 官方	0
报道 鳄 梨	0
我 認為 他們	1
斑贴 试验 可以	0
當 國民政府 定都	1
馅料 林家 使用	0
尽管 船上 载有	0
北京 最 有名	1
拍攝 採用 佈景	1
沦为 奋起 边境	0
的 魅力 作家	0
和 有關 心臟	1
金枪鱼 硬骨鱼 石斑鱼	0
两岸 开通 松山	0
七號 與 賽	1
主要 鹿 羊	1
華語 電影 臥虎藏龍	1
僅僅 範圍 從	1
稍微 避免 如	1
然而 随机 测试	0
在 年 鄧小平	1
成本 和 操作	1
加拿大 女权主义 学者	0
成為 正式 年	1
的 鳳梨 公司	1
星期五 在 前	0
為 雄州 年	1
未来 的 战争	0
可以 有权 审查	0
没有 在 出演	0
年 月 日	0
单个 缺陷 可能	0
这些 秘鲁 智利	0
早期 的 羅技	1
年 因為 部分	1
根据 凯泽 说法	0
投降 邪恶 他	0
纽约 杂志 的	0
葛州壩 國家開發銀行 資金來源	1
挑戰性 對 林心如	1
關於 如何 及其	1
皮膚 印痕 緊密	1
墨 是 的	0
在 与 汇合	0
於 屠 呦	1
遺臣 年 荷蘭人	1
劇集 共同 作者	1
奉天 事件 發生	1
因為 澳洲 氣象局	1
从 该点 开始	0
渔港 高雄 已	0
起初 并 没有	0
从 玛雅 欧洲人	0
然而 雪梨 的	1
当 在 回	0
创可贴 包扎 伤口	0
第一次 中日戰爭 在	1
犹太人 弗拉 维奥	0
张鹏 艺术 作品	0
成為 這座 城市	1
在 一项 研究	0
抚摸 在 的	0
降雨 海口 高達	1
知之甚少 關於 在	1
神岡 市轄區 太陽	1
荷馬 為 賽斯	1
该 公司 拥有	0
包括 石家莊 條	1
年 聞名 是	1
路 進行 了	1
截止 年 標緻	1
插電 月 日	1
一般而言 進行 灰箱	1
該 山谷 中	1
于 镇 容量	0
高鐵 和 新建	1
是 清宮 御膳房	1
无患子 又称 木患子	0
接著 自鴨身 開口處	1
專責 年 月	1
高速公路 的 第一次	1
餐廳 市區 內有	1
事情 是 這樣	1
龍岡 以 其	1
它 的 大部分	0
来说 鱼 三文鱼	0
自然 通风 限制	0
一年 中 一个	0
这些 测试 可以	0
致力於 媒體 已	1
在 瀋陽 對應	1
月 的 流	0
在 劇集 的	1
維吉尼亞 和 一同	1
某些 餐廳 尤其	1
公園 並作 為	1
林心如 歲 時	1
由于 直接 进口	0
她 就讀 效實	1
学院 新 之后	0
除此之外 也 有	1
每天 使用 洗髮精	1
墨西哥 是 目前	0
那場 世界大戰 讓	1
他 早年 有	1
年 月 東風	1
固體 墨水 印表機	1
並成 由 錄製	1
这种 屠 呦	0
认为 治愈 因为	0
应 请求 北部	0
為 該 殖民地	1
勒瑰恩 的 森林	1
打造出 特洪 雪橇	1
單趾襪 在 日本	1
酪梨量 在 年	1
增加 月 的	0
全聚德 现已 或者说	0
稱呼 在 許多	1
經常 蘭州 發生	1
西 元 年	1
台湾人 把 自己	0
骨盆 木乃伊 被	1
犹迪和加 菲尔德 里	0
這是 她 回到	1
长荣 扩大 网络	0
其中 利 伯特	0
這些年來 她 也	1
戰前 已經 有	1
第一批 商用 打印机	0
迪克 森把 这	0
該壩 也 預期	1
戰爭 末期 日本	1
从 软件测试 中	0
到 年 和	1
附近 的 镇	0
該片 年 月	1
果實 中 含有	1
在 現代 中	1
它 比 銻	1
这样 我们 的	0
荷馬 說服 賽斯	1
耳语 在 离开	0
鼓浪屿 的 人均	0
區 兒時 他	1
根据 由 发表	0
这 而 学者	0
长荣 客机 此前	0
為 在 年	1
大多数 金融 和	0
每秒 流量 為	1
全日 空 和	0
家园 古时候 桃园	0
它 只是 提供	0
計畫 年代 大壩	1
確定 了 屠	1
蕾 哈娜 告诉	0
阿切 貝 的	1
淡江 任教 顾问	0
機組 氣冷 部分	1
固體 墨水 印表機	1
年 去世 后	0
這 一集 於	1
在 劇組 為妲己	1
從皂 漿果 中	1
转弯 向东 沿着	0
巴莱 继续 七号	0
在 東港 鎮到	1
徵收 三峽大壩 度電要	1
了 万 分别	0
該 公司 起源於	1
條的 相等 據	1
台湾 强 制造	0
生日 高中畢業 後	1
這個 據估計 只有	1
由于 脚趾 中间	0
股东 其他 包括	0
疲劳 麒麟 光标	0
然而 有 證據	1
中 原住民 困惑	1
磚塊 倉庫 充分	1
灰盒 测试 可以	0
称为 也 被	0
虽然 人字 拖鞋	0
商業區 和 台灣	1
的 妹妹 描述	0
新 名称 来自	0
声称 过山车 的	0
這款 別針 看起來	1
洛特 的 批评家	0
在 灾难 发生	0
列为 将 最好	0
大楼 电信 地区	0
自 连续 年	0
美国 旧 的	0
中 出現 了	1
他 於 年	1
段 是 醫學期刊	1
外国 最终 于	0
場景 在 指揮官	1
铁丝网 认为 是	0
鳄 这 可能	0
自然主义 出对 遮阳	0
所有 車站 都	1
這些 族群 促成	1
战争 期间 悉尼	0
克林奇 公里 田纳西	0
當時 教學 陣容	1
簡直 不敢相信 一集	1
蘭姆 軍 的	1
印度 以 夏威夷	1
幼 鲑 在	0
中國 虎門 條約	1
在 这部 电影	0
於 英國 月	1
乐队 音乐 戴	0
后来 对 联邦政府	0
年 明尼阿波利斯 市	0
比赛 年 在	0
安濟橋 是 世界	1
手部 姿態 要點	1
除了 全聚德 便宜	1
系统 新西兰 为首	0
這是 史上 首次	1
的 批評者 則將	1
該校 於 年	1
汤 尼克 卡瑞	0
如果 乘客 站	1
为了 城市 和	0
她 年 月	1
今日 都 復	1
北京 烤鸭 尤其	0
伪满 溥仪 抓获	0
人类 沈阳 考古	0
雖然 親自 演出	1
他 的 文章	0
这艘 船 撞	0
这 本书 中所写	0
學院 系列 另外	1
張鵬 的 藝術	1
這顆 按鈕 在	1
不同寻常 对于 童话	0
这个 被 命名	0
毕业 继续 年	0
从 物品 的	0
廣場 設有 萬達	1
其他 合资企业 包括	0
堤壩 決口 發生	1
乙級 聯賽 該隊	1
年 全聚德 餐廳	1
发展部 开始 时	0
稱 汪東城 一直	1
這種 技術 有點	1
第一本 在 年	1
的 甘肅 擁有	1
连锁店 在 与	0
年 微软 的	0
年 新西兰 通过	0
有 舉例來說 滿洲里	1
南京大学 历史 计算机科学	0
在 的 下	0
長榮 年 航空	1
华谊 兄弟	0
龍泉寺 遺址 該地	1
与 卡车 运输	0
中國 交通 建設	1
世纪 一对 有	0
凝膠 愛玉子 中	1
他 在 恶魔	0
給赫敏 的 信	1
年代 公司 於	1
有所 懷疑 但是	1
父亲 她 与	0
新 上任 建築師	1
青铜 标志 安葬	0
虽然 软件测试 可以	0
时代 起 就	0
格兰 定居 时期	0
尼日利亚 两点 在	0
現代 的 部落	1
對 在 他	1
汽車 和 自行車	1
惯性 鼠标 与	0
紐西蘭 國會 具有	1
的 影响 更	0
灰箱 測試 包括	1
由 但 如果	1
只是 後 來說	1
洗髮精 於 年	1
在 擷取 有些	1
回形针 的 原理	0
在 被 日本	0
北京 首都國際機場 雖然	1
比較 他們 專輯	1
屏東縣 的 發展	1
中華 自然科學 社	1
的 研究 小组	0
影响 和 学校	0
在 年 的	0
為 石家莊 年	1
为 月 号	0
最早 的 商业	0
塔斯馬尼亞州 在 俄國	1
不 需要 前往	1
扁平足 问题 患有	0
在 墨爾本 和	1
家戶 擁有 是	1
这些 年 在	0
該市 是 乳品	1
由于 疾病 难以	0
維古姆 警官 以	1
年 東風 與	1
此外 屠 呦	0
设为 中兴 镇	0
殖民地 的 軍政府	1
脏兮兮 的 还	0
迪曼 蒂斯 首张	0
年 月 日	1
德爾 蒙 公司	1
美国 的 探索	0
布蘭 馬里蘭州 的	1
一般而言 洗髮精 是	1
循环 然后 寄生虫	0
他 认为 有	0
索尼 音乐 这样	0
醫生 看到 臉色	1
稱呼 最早 在	1
他 在 皇家	1
心路 筹集 但	0
相交 分叉 干线	0
虽然 只 剩下	0
两册 这 合订本	0
动物园 有 种	0
西双版纳 南部 的	0
雖然 高雄 很	1
年 来自 直	0
例如 年 该	0
便宜 只 需	0
股東 貝 大通	1
每日 网络 新闻	0
印痕 發現 時	1
人類 的 內有	1
日至 例因 伤亡	0
该剧 然而 地面	0
當時 該市 的	1
他 在 年成	1
舞臺 在 上	1
轴承 载荷 为	0
该 发行 授权	0
在 特蕾西 和	0
十字路口 每天 有	0
該劇 在 收視率	1
在 年 月	0
的 然而 由	1
節目 曾經 考慮	1
年代 人字拖 成為	1
英國人 於 年	1
也 負責管理 飲水	1
他 的 表演	0
因為 該款 滑鼠	1
七号 专注 魏	0
他 的 新	0
修订 至 制作	0
女帽 時尚 細微	1
的 处理 区	0
派遣 探索 團隊	1
該市 人口 成長	1
翻译 它 已	0
印表機 達到 每分鐘	1
这款 鼠标 使用	0
君主立宪制 新西兰 是	0
在 蘇聯 元帥	1
在 人字拖 為	1
收获 状态 菠萝	0
上海 在 汉语	0
该 品种 的	0
字体 对于 这一	0
设备 初市 面上	0
现代 综合 论	0
发明 的 是	0
鳄 梨树 易受	0
使用者 只要 稍微	1
系统 教育 由	0
杜朗魯耶 年 布魯克斯	1
具体化 然后 他	0
攻击 潜艇 和	0
岛上 毫米 教育	0
在 某些 情況	1
该 年 月	0
这艘 船 从	0
统治者 台湾 的	0
與 環保 主義	1
墨带 字体 两种	0
滑鼠 的 時常	1
继续 作为 实体	0
由於 這兩項 關鍵	1
其 屋頂 結構	1
张扬 导演 评论	0
清代 垦荒 福建	0
拥护 某种 形式	0
年 月 财富	0
年末 封神榜 中	1
种 美国 规定	0
维也纳 开通 深圳	0
他 使用 电锯	0
隨著 資訊 技術部	1
海蝨 尤其 是	1
的 在 澳洲	1
多少 发言 在	0
大 冷锋 的	0
鸭架 剩下 有	0
吉尔 莫称 他	0
美国政府 还 想	0
莫斯科 路 北邊	1
據稱 這些 法律	1
年 国子监 从	0
隨著 來自 羅馬	1
在 大戰 結束	1
该 还 订单	0
在 重建 完好無損	1
在 中國籍 市長	1
变成 带有 光泽	0
帕拉 瑪塔 公路	1
年 月 日	0
用枪 指着 她	0
物种 个头 薄肉	0
年 他 有	1
该 公司 尽管	0
類 干擾 因為	1
然而 黏 孢子	1
分趾袜 人会用 的	0
相反 故事 迅速	0
年 月 长荣	0
视频 开始 时有	0
用来 纳粹 的	0
不會 這類 洗髮	1
曇花一現 布爾 但是	1
貢獻 年 遊客	1
該集 的 特效	1
九三 年 該校	1
這場 澳洲 史上	1
內 牢獄之災 萬	1
獨特 他 的	1
系统 属于 任何	0
品种 的 每个	0
有 高速公路 该市	0
的 中央 民族	1
方案 在 不	0
平均海拔 為 市區	1
长荣 订购 梦想	0
伦敦 癌症 日	0
因此 寇司 比	1
该剧 年 迷你	0
在 中华人民共和国 的	0
为 了 奥	0
继续 和 她	0
是 紐約州 唯一	1
如今 的 路线	0
品质 一模一样 在	0
的 测试用例 是	0
大壩 增加 長江	1
时才 善举 捐赠者	0
描绘 书信 了	0
然而 到 了	1
这种 轨迹 球是	0
在 这里 道路	0
串為 成串 的	1
许多 东风 是	0
年 人均 國內	1
与此同时 年 创建	0
编舞 他们 舞蹈	0
在 羅得西亞 單方面	1
這座 城市 曾經	1
在 埃納 維斯塔	1
威靈頓 因 位居	1
後 該市 年	1
飞行 该 机场	0
顾客 带 打包	0
曾 高雄 花蓮	1
加利福尼亞州 我 覺得	1
世纪 年代 末	0
的 一次 在	1
这种 有 到	0
推出 的 僅在	1
黄浦江 把 上海市	0
年 中华民国政府 设立	0
商业 内幕 台北	0
氣象學 三相點 冷鋒	1
年 想要 戰爭片	1
大多數 的 迴紋針	1
城市 東南部 是	1
每集 林心如 此劇	1
心腐病 是 植物	0
創作 短篇 故事	1
校長 為 該校	1
麥克 尼科 在	1
候车室 邮局 诊所	0
这个 标志 着	0
纪念 活动 作为	0
年 月 日	0
電腦 於 年	1
故事 與 洛杉磯	1
与 回国 后	0
动物 三文鱼 肉	0
开始 世纪 初	0
研究 对 一种	0
柱石 硼 鈹	1
飛安 華航 長榮	1
作品 令人 困惑	0
大坝 促进 了	0
當時 該校 下轄	1
郡 這部 電影	1
其他 兩個 版本	1
雕像 立于 纪念堂	0
會 淡水魚 所有	1
很多 站台 在	0
鼠 有 一顆	1
学生 在 大学	0
年 當 英國人	1
故事 小 插曲	1
的 了 他	0
那年 月 鼓浪屿	0
管理員 以 的	1
对林心 而言 有	0
將其列 為 的	1
欧洲 售卖 的	0
鳄 一些 出售	0
在 某些 情况	0
地标 大楼 购物	0
哈斯 儘管 酪	1
年 他 在	0
則會 女性 希望	1
我 認為 的	1
到 唐朝 末期	1
到 年間 就讀於	1
在 產業 小	1
大多数 回形针 的	0
区 这个 的	0
日本 人 可以	1
年 月 至	0
但 机场 周围	0
强烈 的 切变	0
有些 人 認為	1
上海 位於 中國	1
年 长荣 航空	0
增長 儘管 發生	1
在 中華民國 初期	1
集团公司 中国国际航空公司 的	0
的 引进 和	0
更名 年 當	1
达成 协议 月	0
南投县 设有 首个	0
这个 因此 没有	0
在 製作 毛皮	1
為 她 告訴	1
业务 点阵 表格	0
為 因應 戰時	1
年 月 日	1
授權 北美 英文版	1
栽植 後 大約	1
