sentence	label
lumanità generale singolo	1
di uno capitali	1
colgo inoltre di	1
zena o lè	0
casi di misure	1
nelle questa le	1
per dovrebbe di	1
barçelónna de e	0
sociali corso marcia	1
europea normativa della	1
le qualità internazionale	1
ritiro truppe abacha	1
questo caso invalidità	1
lé ciammòu sîsî	0
diritto quotazione biossido	1
fuligulini attuffatrici fra	0
mêgio de italo	0
piú uccello invernale	0
pignêu eixi ciammavan	0
comprendo necessità farlo	1
liniziativa legislativa esso	1
effettivo nel politiche	1
negli stati membri	1
scozzese anche lui	1
spero dedicherà conservate	1
lûggio da p	0
per imporrà responsabilità	1
introdotte ammortizzare di	1
fiöi arbenganese caruggi	0
a si aggiunga	1
delle politico sociale	1
la per minuti	1
la da menzionata	1
lidea connettere programmi	1
di stati unïi	0
cittadini stati baltici	1
regnu de divegnüu	0
trovâ fâ a	0
signor presidente luglio	1
finiàn pé de	0
parere saranno decisioni	1
un passaporto le	1
pe questa governo	0
dolcëo o dosseo	0
attenzione anche della	1
vocaboläio lëze vocaboläioa	0
il parlamento invece	1
do otagonista a	0
relazione a	1
arasce arbenga albenga	0
lefficacia delle dei	1
löffizieu anche e	0
còsa peò cumplétu	0
che la tassazione	1
b corea nord	1
promoçion o zeuga	0
stæto o lé	0
piú specialmen settentrionali	0
deve sfociare una	1
che anche larzillo	0
lè òca de	0
e di europei	1
il limite fissato	1
principio fra contiene	1
esperienza paese impegno	1
avverte di a	1
affrontare le questioni	1
ariata medina olivieri	0
ieci raxon xatta	0
nâtra mêta lé	0
spiegòu crïta däto	0
spetta al parlamento	1
assassini ladri malversatori	1
sò cantê navâli	0
orientâle coloniali de	0
un concorso conquistava	0
il stato fuoco	1
relazione sulla lannoye	1
si applica la	1
onorevole europea coopera	1
in realtà possiamo	1
nüu mundià repübbrica	0
cunscente dunca i	0
ha di siringhe	1
questa la direttiva	1
il governo delle	1
che poi un	1
dalla ma a	1
anche unaltra ma	1
ppe ne chiede	1
la punto infine	1
pä diä dä	0
bambini paese norme	1
va prendiamo parole	1
lue a limo	1
scorso il della	1
compiacendomi proposito ha	1
osservato rischierà comunità	1
dellunione rappresentata volontario	1
esortiamo il valori	1
che importante evidenziato	1
inoltre commissione portare	1
gruppo nome del	1
lavoro potremo partenariato	1
passæ aa provinsa	0
pàize nòrd capitâ	0
histrionica piave estuario	0
dægoa de lô	0
congo b	1
svilùppo de lagricoltûa	0
relazione sulla crawley	1
borgomâcamporosso arrosciaborgomaro o	0
cunscistente doppo a	0
a antonio puppi	0
le che espressamente	1
into ao de	0
le scuse della	1
stesso di danni	1
pelè grammi de	0
un favore troppo	1
del maggiore è	1
signora presidente schulz	1
diritto il che	1
le è parlare	1
della spiaggia difesa	1
e voglio rassicurare	1
arlicchìn histrionicus della	0
anche uno necessità	1
a poznań deboli	1
müìn lucàli pé	0
nostra completa na	1
dòppo s za	0
cambio di una	1
è davvero malaugurato	1
superficciecunfin tutale de	0
il le coraggio	1
il discostarsi costituirebbe	1
presso ministro presidente	1
riguarda le imprese	1
relazione sulla sjöstedt	1
sto seguendo preoccupazione	1
sulla relazione parodi	1
reccorezzoaglio var rapallorecco	0
senso lintegrazione civici	1
saià de taraffo	0
doçe quello zin	0
çinche avustu da	0
esposto esaustivamente nellanalisi	1
ecunumia svilüppa a	0
fermâ chaggian pâ	0
siria b	1
rafforzamento giudiziaria garantire	1
il a potenziale	1
ambientali rme	1
razzünzéivan ciàssa abitanti	0
che le organizzazioni	1
viceprimo i cui	1
ä affezionatiscima liguria	0
passa attraverso di	1
esigono ritenuta prioritaria	1
maestà pienamente enormemente	1
mantegnan e o	0
ricordato relatrice giovani	1
lalverniarodanoàrpi itànti do	0
rappresentanti persone di	1
di ricco elettriche	1
træ de nidìfican	0
il di aumentare	1
a và scumparendu	0
stæto intitolôu ûn	0
ofiçiâ çentrâ de	0
per dobbiamo condurre	1
dobbiamo concorrenza loro	1
allinterno votato contro	1
defèti lätu medioêvo	0
colleghi nucleare e	1
prigionieri si risolta	1
avviene periodo particolarmente	1
sâ dægua sciùmmi	0
aiscì fundatù lè	0
gli sforzi la	1
presidente il relatore	1
attuazione volontario al	1
çitæ lè de	0
stati centotrenta tossicodipendenti	1
cäscocasarza ciävaicicagna coghêuocogorno	0
signora commissario dei	1
unito nel regno	1
lisciandrin bosco gno	0
che i in	1
ha chiaramente lonorevole	1
denscitæ de e	0
lanciôa encrasicolus engraulis	0
volontario europeo militare	1
recco latin in	0
per politica cavarsela	1
giovani e sconfiggere	1
economici stampo ragionieristico	1
presidente servizio europeo	1
severe confronti di	1
fondamenti stati membri	1
casaèzo cermel carezzano	0
della che quanto	1
il comitato organizzatore	1
onservòu da a	0
un non può	1
di applichi a	1
grivea ô sentieì	0
esempiu architetüa faciâ	0
repùbrica na lànda	0
moin montegròsso laite	0
sôrve de tò	0
il riguarda direttiva	1
olònie sóttao do	0
pronunç a z	0
ha idea consiglio	1
çinquanténna dòppo xeuan	0
ligàmmi sforsa vegnen	0
avûo duï che	0
signor evans interessato	1
conferenza di discutere	1
sosterrà una discussione	1
ha diverse proposte	1
azunze stançialein lé	0
testo vivamente auspicato	1
viene inoltre di	1
questaffermazione denunciato dellimmunità	1
moétta lónga hyemalis	0
si propone di	1
a lé tradiçionale	0
oggi è che	1
interessearchitetüe de pòsti	0
montagne o inte	0
cürtae çitemmo de	0
merito e accertamento	1
sono combattere crescita	1
relazione medicine non	1
ànni comuneménte conosciûi	0
coriaceacha mydas imbricata	0
lora alleuro condannabili	1
rumenâpesca arum o	0
scituæ mentre frascioìn	0
festatûtti ä che	0
nostri devono ambienti	1
si tratta una	1
munümenti da de	0
e a deve	1
düstriâ a de	0
suciàliref fàsce e	0
magra un preso	1
io sono perfettamente	1
accanto questione commissione	1
sö ciü asion	0
abbiamo che sarà	1
accertarci volontà presidente	1
da sarebbe perlomeno	1
logico base sistema	1
da abbiamo dinanzi	1
europea seguito vicino	1
a ghha troppo	0
lè naziunale següru	0
rivîve pe sò	0
squæxi tutti basæ	0
merana moncesti molino	0
consiglio e di	1
on dä ao	0
lettura avevamo emendato	1
u de chi	0
ae s f	0
in qui è	1
motivi sono musulmani	1
liguriadoppoguæradoppo aa dreitüa	0
carnivòï lè dell	0
onbrisàllo òmmi ormezzo	0
di membru diocesi	0
favâ lè de	0
lè môndo aççento	0
in america negli	1
molto che ciò	1
è far banca	1
leuropa è determinata	1
costroîscian nî fémine	0
parla assistenza dellammalato	1
sostengo relazione condivido	1
usato il provincia	1
il nostro principio	1
corso di questo	1
di un vendita	1
circa importazioni di	1
dobbiamo componente di	1
programma dalla colleghi	1
commissione che le	1
presidente gruppo socialista	1
europei approcci	1
va ae a	0
prudòttu duìva estra	0
òmmi faian buteghequande	0
inevitabile che differenze	1
a doe muage	0
di è salvare	1
efficace al crimine	1
roscigionrovegno roncorondanina scrivia	0
presidente argomento il	1
a ou segnan	0
duménega végnan nni	0
forze politiche nellintento	1
colombia b	1
si mai ripetere	1
dalla propria di	1
mi proposta di	1
meridiunàle ascì vegghe	0
palâzzi an badia	0
diventa contrasta progresso	1
intervenuta vendita dei	1
le responsabilità chiare	1
quindi la direttiva	1
scrîte sciâ varietæ	0
posso me se	0
nigeriana garantisce propria	1
milioni il programmi	1
joâo dice è	1
un estremamente incoraggiante	1
il concorde efficacemente	1
trâvaggiandu cumprensóiu purtuäle	0
sono la hanno	1
stantìo pöso pö	0
per noi riveste	1
cameron rivolse ad	1
in popolazione diminuita	1
signora presidente lottima	1
signor ancora corea	1
abbiamo noi tetto	1
è lavori di	1
pianeta è alluvioni	1
momento un di	1
cómme o sò	0
esistono leggere non	1
attendo cooperazione commissario	1
vige e debba	1
nl ritengono droghe	1
votato parlamento delle	1
cercando ma chi	1
poscibilitæ comensâ intrâ	0
per sua proposta	1
nel della informazioni	1
una soluzione are	1
il dellefficienza imputabili	1
revisione di un	1
poteri ereditati dallalta	1
frattempo sottoposte regno	1
che la ricalca	1
non può mentite	1
metaleurop e a	1
in ragione della	1
si prevedere situazioni	1
che ruolo europea	1
presidente in dellintervento	1
che il discorso	1
e nostra il	1
attuale siderurgica europea	1
vitæ concentræ e	0
condivide preoccupazione interventi	1
e alcuno cockerillsambre	1
radiaçioin de â	0
çittæ vivan e	0
prostitûçion lûxe a	0
dunque è qualcuno	1
accogliere invita a	1
riservati per non	1
c com	1
sviluppo e un	1
modificare il pubblicità	1
aiuti lunione il	1
la così rilevante	1
della alle prestazioni	1
mammarie sia per	1
nostra che tossicodipendenza	1
vietato protesi soluzioni	1
questo proposito considera	1
considero positivo abbiano	1
svedéixi chilòmetro o	0
trasliteròu belarús in	0
commissario assurdo signor	1
perfettamente alla parte	1
questaula lonorevole di	1
tutto la visita	1
è arrivata conclusioni	1
dellimpianto calais peggior	1
e del luogo	1
oggi occupiamo argomento	1
laborto che e	1
di comprende economiche	1
