predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('石家庄', -0.5556072294712067), ('增长', -0.5557376444339752), ('约合', -0.5558309853076935), ('比', -0.556030809879303), ('亿美元', -0.5578763484954834)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('中', -0.5099819898605347), ('研發', -0.5099954903125763), ('軟體', -0.5099987685680389), ('區分', -0.5100243091583252), ('測試', -0.5100330710411072)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('的', -0.5506860017776489), ('不', -0.5508992075920105), ('或', -0.5510344505310059), ('用户', -0.5510717332363129), ('过敏', -0.5511627495288849)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('原路', -0.5096039175987244), ('設計', -0.5096116364002228), ('要', -0.5096160471439362), ('車廂', -0.5096262097358704), ('一般', -0.5096334517002106)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('民', -0.5088026225566864), ('雙親', -0.5088914334774017), ('是', -0.5088957846164703), ('和', -0.5089048743247986), ('的', -0.5089242458343506)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('的', -0.5516453981399536), ('切变', -0.5517065823078156), ('结构', -0.5517904758453369), ('内', -0.5518076419830322), ('变化', -0.5518761575222015)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('月', -0.5576911270618439), ('入侵', -0.5577411651611328), ('人', -0.5585203766822815), ('日本', -0.5587083995342255), ('上海', -0.5593939423561096)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('两年', -0.5471204519271851), ('委员', -0.5471672117710114), ('重返', -0.5473010241985321), ('补给', -0.5477379560470581), ('这时', -0.5480035245418549)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '年 殖民 政府 開始 和']
0	0	[('溱', -0.5596575140953064), ('的', -0.5598737895488739), ('南投县', -0.5599030256271362), ('县长', -0.5601270198822021), ('是', -0.5609315633773804)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('年當', -0.5094595551490784), ('山海關', -0.50948566198349), ('北京', -0.5094859302043915), ('是', -0.5094888210296631), ('並成', -0.5095059275627136)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('月', -0.5090667903423309), ('印度', -0.5090690553188324), ('女童', -0.5091078579425812), ('提高', -0.5091298818588257), ('水準', -0.5091300904750824)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('開拍', -0.5089621543884277), ('年', -0.5089669525623322), ('恆春', -0.5089971125125885), ('屏東縣', -0.5090179443359375), ('刻本', -0.5090245604515076)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('日', -0.3359604477882385), ('月', -0.33817368745803833)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '大多数 发电机 为 水冷式', '對陳龍斌 來說 書本 非常 重要', '年 北京 國子監 成立']
1	1	[('一部分', -0.5096828937530518), ('和', -0.5096942484378815), ('火神', -0.5097279250621796), ('多', -0.5097659826278687), ('了', -0.5097779631614685)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('获得', -0.5400552749633789), ('该书', -0.5400637984275818), ('年', -0.5401221513748169), ('少年', -0.5402904748916626), ('的', -0.5404246747493744)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('大多数', -0.5559562742710114), ('为', -0.5560351610183716), ('汉族', -0.5572181344032288), ('一样', -0.5574262738227844), ('人口', -0.5577141642570496)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('十大', -0.5097485482692719), ('五星級', -0.5097537934780121), ('長榮', -0.5098042786121368), ('獲得', -0.5098071694374084), ('嘉魯達', -0.5098120272159576)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('穿着', -0.5543255805969238), ('名为', -0.5544061660766602), ('传统', -0.5550680756568909), ('设计', -0.5551544427871704), ('草鞋', -0.5569753646850586)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('海上', -0.5090005099773407), ('不會', -0.5090576410293579), ('的', -0.5090949833393097), ('或', -0.5091414451599121), ('戰場', -0.50914666056633)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('进行', -0.5544063746929169), ('屋顶', -0.5546771883964539), ('包括', -0.5547263622283936), ('改进', -0.5547327995300293), ('更换', -0.5549002587795258)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('工程师', -0.5403476655483246), ('这一', -0.5404394567012787), ('江面', -0.54057976603508), ('方法', -0.5406973361968994), ('能够', -0.5407940447330475)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('取回', -0.5083463788032532), ('塔沙人', -0.5083518028259277), ('眼前', -0.5083721578121185), ('的', -0.5083867907524109), ('餓', -0.5083996057510376)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('武漢', -0.5091138482093811), ('其中', -0.5091151297092438), ('運作', -0.5091276168823242), ('一間', -0.509144127368927), ('開始', -0.5091560184955597)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('版', -0.5443732440471649), ('后', -0.544676661491394), ('了', -0.5448801219463348), ('评价', -0.5450654029846191), ('褒贬不一', -0.5452645719051361)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('成为', -0.5570667684078217), ('月', -0.5571741461753845), ('联盟', -0.5576025545597076), ('正式', -0.5576199591159821), ('会员', -0.5587222576141357)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('一种', -0.5487756431102753), ('并', -0.5488986968994141), ('是', -0.5489160120487213), ('蒂斯', -0.5489548444747925), ('和', -0.5489666759967804)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('被', -0.5389240682125092), ('和', -0.5392663478851318), ('所有人', -0.5393436551094055), ('把', -0.5393524467945099), ('灯笼', -0.5393925309181213)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('莫札特', -0.5093054175376892), ('這個', -0.509311318397522), ('投入', -0.5093385875225067), ('了', -0.5093461871147156), ('傳統', -0.509355366230011)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('女孩', -0.5455639660358429), ('印度', -0.5456516146659851), ('为', -0.5457298159599304), ('教育', -0.5458373129367828), ('合作', -0.5464754998683929)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('有效', -0.5387122929096222), ('低温', -0.5388978123664856), ('来', -0.5390457510948181), ('提出', -0.5391354262828827), ('因此', -0.5392835736274719)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('里', -0.5513993203639984), ('国家', -0.5516160428524017), ('流离失所', -0.5520292520523071), ('多次', -0.5521484315395355), ('难民', -0.5521581768989563)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('和', -0.5448217391967773), ('了', -0.5450594127178192), ('持续', -0.5451712608337402), ('竞争', -0.5455628931522369), ('悉尼', -0.5456308126449585)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('的', -0.550761491060257), ('是', -0.5510534048080444), ('专门', -0.5512039661407471), ('儿童', -0.5512957572937012), ('指', -0.5525639951229095)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('此', -0.5091423094272614), ('一集', -0.5091727674007416), ('電視', -0.5091824531555176), ('的', -0.5091928541660309), ('它', -0.5091943144798279)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('变得', -0.5491237640380859), ('的', -0.5491271615028381), ('如小', -0.5491876006126404), ('和', -0.5492001175880432), ('致使', -0.5492222309112549)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('專責', -0.5084918439388275), ('低壓', -0.5085069239139557), ('的', -0.5085143446922302), ('並為', -0.5085171759128571), ('斐濟', -0.5085265040397644)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('的', -0.5504587888717651), ('管理员', -0.5505502820014954), ('福克', -0.5506080687046051), ('剧集', -0.5506803393363953), ('中是', -0.5508463978767395)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('倾世', -0.5441796481609344), ('首部', -0.5442114174365997), ('制片人', -0.5445278584957123), ('其', -0.5445668697357178), ('月', -0.5446584522724152)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('狂熱', -0.5031550824642181)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '元件 介面 測試', '本季 的 作者']
1	1	[('升至', -0.5092960000038147), ('機組', -0.5093023180961609), ('於', -0.5093030333518982), ('水力發電', -0.5093151032924652), ('總', -0.5093419849872589)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('十', -0.5089510381221771), ('之章', -0.5089594721794128), ('產生', -0.508971244096756), ('延續', -0.5089775621891022), ('月', -0.5089944303035736)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('男女', -0.5571948885917664), ('招收', -0.5574807524681091), ('学生', -0.5575589835643768), ('中国', -0.5575983822345734), ('的', -0.5583205223083496)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('海', -0.5521050691604614), ('加入', -0.5522705018520355), ('成员', -0.5527043044567108), ('的', -0.5539701581001282), ('东城', -0.5541282296180725)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('西部', -0.547899454832077), ('前', -0.54803466796875), ('公园', -0.5481727123260498), ('延伸', -0.5487839579582214), ('从山', -0.5496438443660736)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('过程', -0.5419783294200897), ('颜色', -0.5423130989074707), ('一个', -0.5425319373607635), ('色带', -0.5425359904766083), ('就是', -0.5427190959453583)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('欢迎', -0.5415739417076111), ('选手', -0.5416203141212463), ('东城', -0.5417186617851257), ('男', -0.5417285263538361), ('参赛者', -0.5417347550392151)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('称为', -0.5484466552734375), ('清楚', -0.5485273003578186), ('明确', -0.5486540496349335), ('打印机', -0.5487113296985626), ('被', -0.5487404465675354)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('為', -0.5089839398860931), ('自然', -0.5089917778968811), ('最終', -0.5090064704418182), ('最佳', -0.5090088844299316), ('時段', -0.5090182423591614)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('包括', -0.5406099259853363), ('力量', -0.5410244762897491), ('或', -0.5410265326499939), ('生发', -0.541046530008316), ('趋势', -0.5410988032817841)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('消失', -0.5088545978069305), ('因為', -0.5088625252246857), ('煙怪', -0.5088716447353363), ('患有', -0.5088837444782257), ('刹那', -0.5088962316513062)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('打', -0.5410759449005127), ('种植园', -0.5410845577716827), ('棉兰老岛', -0.5413508415222168), ('也', -0.5413708686828613), ('开设', -0.5413760244846344)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('万辆', -0.5491504371166229), ('的', -0.549183189868927), ('每年', -0.5492227971553802), ('有', -0.5492379069328308), ('汽车', -0.5493195056915283)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('費爾德', -0.5119101107120514), ('休士頓', -0.5119310021400452), ('結婚', -0.5119760036468506), ('郊區', -0.5119856297969818), ('德州', -0.5120071768760681)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '元件 介面 測試', '本季 的 作者']
0	0	[('项目', -0.5504775047302246), ('建立', -0.5505898892879486), ('一部分', -0.550740122795105), ('高雄', -0.5507639944553375), ('丰沛', -0.55084028840065)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('分离', -0.5535822510719299), ('从', -0.5537394881248474), ('年', -0.5544227361679077), ('在', -0.5549010634422302), ('则', -0.5549658238887787)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
1	1	[('年', -0.5092585980892181), ('宣告', -0.5093255639076233), ('作品', -0.5093327462673187), ('是', -0.5093353092670441), ('我們', -0.5093471109867096)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('鳳梨', -0.5099519193172455), ('開始', -0.5100156366825104), ('文獻', -0.5100385248661041), ('中', -0.5100440084934235), ('用來', -0.5100488066673279)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('都', -0.5089523792266846), ('法庭', -0.508957028388977), ('太', -0.5090354382991791), ('判決', -0.5090389251708984), ('不', -0.5091243088245392)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('中國', -0.508807510137558), ('藝術', -0.5088284611701965), ('心理學', -0.5088331401348114), ('商業', -0.50884610414505), ('管理', -0.5088737607002258)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('的', -0.5090089440345764), ('也', -0.5090880393981934), ('使館區', -0.509105920791626), ('北京', -0.5091443657875061), ('是', -0.5091866552829742)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
1	1	[('轉印', -0.5089309513568878), ('包含', -0.5089641511440277), ('在', -0.509019672870636), ('的', -0.509028971195221), ('主要', -0.5090355575084686)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('独舞', -0.542157769203186), ('第一名', -0.5425207018852234), ('在', -0.5430290102958679), ('之灵', -0.5430842638015747), ('她', -0.5435370802879333)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
1	1	[('專營', -0.5099630653858185), ('鳳梨', -0.5099874436855316), ('只', -0.5100019872188568), ('業務', -0.5100029706954956), ('本島', -0.5100057125091553)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('校区', -0.5592015981674194), ('鼓楼', -0.5593114495277405), ('目前', -0.5598156154155731), ('同', -0.5598613023757935), ('为主', -0.5612633228302002)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '东风 销售 各种 品牌 汽车', '也 製造 石化 產業 設備', '石家莊 動物園 位於 該市 西側']
0	0	[('日本', -0.5398522615432739), ('生活', -0.5398847758769989), ('每年', -0.5401793718338013), ('时', -0.5401977896690369), ('带', -0.5403315126895905)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('澳大利亚', -0.5408104360103607), ('升起', -0.5410136580467224), ('年', -0.5412275493144989), ('后', -0.5416537225246429), ('任命', -0.5420799255371094)]	['向东 转弯 沿着 延伸', '东风 销售 各种 品牌 汽车', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '魏 已婚 有 一個 兒子']
0	0	[('了', -0.5667640566825867), ('为', -0.5668328702449799), ('广西', -0.5670003890991211), ('原因', -0.5670571029186249), ('项目', -0.5671238005161285)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '东风 销售 各种 品牌 汽车', '还 管理 饮用水 和 废水']
0	0	[('巡演', -0.5787639915943146), ('有', -0.5789377689361572), ('世界', -0.5789660513401031), ('年底', -0.5793591737747192), ('演出', -0.57998988032341)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '还 管理 饮用水 和 废水', '石家莊 動物園 位於 該市 西側']
1	1	[('並且', -0.5098400413990021), ('包括', -0.5098540186882019), ('靈魂', -0.5098677575588226), ('區也', -0.5098763406276703), ('改善', -0.5098893642425537)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('最早', -0.5817406177520752), ('拖鞋', -0.5818177461624146), ('古', -0.5818481147289276), ('公元前', -0.5819032192230225), ('历史', -0.5819188356399536)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '还 管理 饮用水 和 废水', '石家莊 動物園 位於 該市 西側']
1	1	[('七星岩', -0.5109192728996277), ('離島', -0.5109308063983917), ('管轄', -0.5110091865062714), ('小琉球', -0.5110770165920258), ('的', -0.5110897123813629)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
0	0	[('他', -0.5702776312828064), ('过', -0.5705479979515076), ('电视', -0.5706243813037872), ('剧中', -0.570826381444931), ('探索', -0.5710534453392029)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '还 管理 饮用水 和 废水', '石家莊 動物園 位於 該市 西側']
0	0	[('他们', -0.5910492837429047), ('生活', -0.5910740196704865), ('他', -0.591559499502182), ('做', -0.5918817520141602), ('动作', -0.5919415056705475)]	['也 製造 石化 產業 設備', '對陳龍斌 來說 書本 非常 重要', '石家莊 動物園 位於 該市 西側', '还 管理 饮用水 和 废水', '荷蘭 人稱 之為 或 港']
0	0	[('部分', -0.5808072984218597), ('这部分', -0.5811909735202789), ('使用', -0.5814509093761444), ('打印', -0.5814796090126038), ('要', -0.5815201997756958)]	['向东 转弯 沿着 延伸', '對陳龍斌 來說 書本 非常 重要', '也 製造 石化 產業 設備', '还 管理 饮用水 和 废水', '石家莊 動物園 位於 該市 西側']
1	1	[('得以', -0.5098840594291687), ('開發人員', -0.509891539812088), ('瞭', -0.5099176466464996), ('找到', -0.5099241137504578), ('她', -0.5099262297153473)]	['成 大 位於 台灣 台南市', '中原大學 體育館', '運動 醫學 教授', '本季 的 作者', '元件 介面 測試']
