0	年 月 日 日本 军队 入侵 上海 中国 人 奋起 反抗	[('奋起', 531.4946), ('军队', 23.9611), ('中国', 21.6961), ('日本', 6.9141), ('上海', 6.5565)]
0	现任 南投县 县长 是 国民党 的 林明 溱	[('县长', 271.3203), ('现任', 57.2205), ('国民党', 17.4046), ('南投县', 5.126), ('林明', 2.9802)]
1	正陽門 車站 建於 年 是 唐胥 鐵路 又稱 北京 山海關 鐵路 的 終點站 年當 現在 的 北京 車站 開始 營運 後 本站 關閉 並成 為 中國 鐵道 博物館 的 一部分	[('山海關', 14.4839), ('終點站', 14.1263), ('正陽門', 12.0997), ('建於', 12.0997), ('唐胥', 9.0599)]
1	年 月 開始 與 聯合國兒童基金會 合作 宣導 印度 女童 教育 提高 優質 教育 水準	[('與', 56.088), ('聯合國兒童基金會', 43.6902), ('印度', 36.7761), ('教育', 34.9879), ('女童', 33.7958)]
1	魏 於 年 寫 完 刻本 並在 年 秋天 於 屏東縣 的 恆春 半島 開拍	[('開拍', 55.1343), ('恆春', 38.6834), ('半島', 38.6834), ('秋天', 28.4314), ('刻本', 20.2656)]
1	年 月 日	[('年', 187.3374), ('月', 76.3535), ('日', 58.5318)]
1	為 了 代表 火神 大使館 和 鍛造廠 的 一部分 還 創作 了 更 多 的 佈景	[('為', 103.2948), ('鍛造廠', 64.1346), ('大使館', 47.3857), ('火神', 39.7563), ('佈景', 38.9218)]
0	与 台湾 大多数 市县 一样 大多数 人口 为 台湾 汉族	[('大多数', 2.7418), ('人口', 2.1458), ('市县', 1.5497), ('台湾', 1.3113), ('与', 1.0729)]
1	海南 航空 也 是 全球 十大 獲得 認證 五星級 航空公司 其他 包括 全日空 韓 亞航 國泰 長榮 嘉魯達 印尼 日航 德航 卡達 航空 新航 等	[('認證', 39.6371), ('嘉魯達', 14.5435), ('國泰', 10.7288), ('獲得', 10.0136), ('全球', 9.0599)]
0	日本 人 穿着 类似 设计 的 传统 草鞋 名为	[('草鞋', 3.0994), ('穿着', 1.5497), ('名为', 0.9537), ('传统', 0.3576), ('日本', 0.2384)]
1	未來 的 戰爭 不會 在 戰場 上 或 海上 進行	[('未來', 96.6191), ('戰場', 82.0756), ('不會', 72.9561), ('海上', 62.2272), ('戰爭', 56.982)]
0	方案 包括 对 进行 资本 改进 如 更换 地毯 标志 和 屋顶	[('资本', 1.7881), ('地毯', 1.6689), ('包括', 1.5497), ('屋顶', 1.4305), ('如', 1.1921)]
1	當地 的 烏斯 塔沙人 在 饑 餓 的 兒童 和 婦女 眼前 燒毀 了 這些 他們 無法 取回 任何 東西	[('當地', 32.3653), ('塔沙人', 32.1269), ('烏斯', 27.1797), ('的', 23.1266), ('這些', 21.9345)]
1	主要 生產 基地 可能 位 在 該 公司 在 湖北省 武漢 的 兩個 工廠 其中 一間 於 年 開始 運作	[('工廠', 43.273), ('該', 40.2927), ('武漢', 32.2461), ('運作', 29.9811), ('位', 27.3585)]
0	在 第十三 季 的 和 蓝光 版 发行 后 老人 与 钥匙 得到 了 评论家 褒贬不一 的 评价	[('季', 0.7153), ('评论家', 0.596), ('蓝光', 0.4768), ('钥匙', 0.4768), ('和', 0.3576)]
0	年 月 日 长荣 航空 成为 星空 联盟 正式 会员	[('长荣', 7.2718), ('正式', 1.5497), ('星空', 0.7153), ('日', 0.596), ('成为', 0.596)]
1	在 這個 傳統 的 輪廓 內 莫札特 投入 了 密集 的 結構 創新	[('輪廓', 90.301), ('這個', 66.1612), ('莫札特', 53.7634), ('內', 39.5179), ('投入', 39.1603)]
0	年 月 卡浦尔 开始 与 合作 宣传 女孩 教育 为 提高 印度 的 教育 质量 而 努力	[('质量', 1.0729), ('年', 0.7153), ('月', 0.7153), ('开始', 0.3576), ('与', 0.3576)]
0	在 接下来 的 十年 里 她 进行 了 多次 实地 考察 与 多个 国家 的 难民 和 国内 流离失所 者 会面	[('多个', 1.1921), ('进行', 0.7153), ('的', 0.4768), ('难民', 0.4768), ('在', 0.3576)]
0	儿童 过山车 分类 是 指 专门 为 儿童 设计 的 过山车	[('过山车', 1.7881), ('儿童', 0.596), ('为', 0.4768), ('专门', 0.3576), ('是', 0.2384)]
1	而且 它 很棒 因為 它 連結 到 此 影集 至今 的 歷程 不留情面 的 電視 給 這 一集	[('不留情面', 89.5262), ('連結', 64.4922), ('影集', 51.2004), ('歷程', 42.2597), ('至今', 40.2331)]
0	虽然 这一 方法 并 不 为 一些 人 所 待见 但 很多 人 还是 尝试 着 用 其他 方法 来 代替 洗发水 如小 苏打 和 醋 等 因为 洗发水 中 的 成分 时间 一长 就 会 致使 头发 变得 油腻	[('时间', 0.3576), ('尝试', 0.2384), ('的', 0.2384), ('这一', 0.1192), ('并', 0.1192)]
1	年 月 日 位於 斐濟 納迪 的 區域 專責 氣象 中心 發現 了 一個 熱帶 低壓 並為 其 提供 編號 大約 在 薩摩亞 薩瓦伊 島 西北 西 公里 英哩 處	[('熱帶', 15.1396), ('西北', 10.848), ('公里', 10.4904), ('發現', 10.1328), ('納迪', 9.8944)]
0	罗伯特 福克 沃斯 作为 管理员 出现 之前 在 剧集 和 中是 作为 出现 的	[('作为', 1.1921), ('福克', 0.8345), ('管理员', 0.8345), ('出现', 0.7153), ('罗伯特', 0.3576)]
0	年 月 林心 如 开始 拍摄 其 担任 制片人 的 首部 作品 倾世 皇妃	[('开始', 3.5763), ('倾世', 1.5497), ('拍摄', 1.4305), ('皇妃', 0.8345), ('其', 0.4768)]
1	草莓 狂熱	[('狂熱', 320.9114), ('草莓', 152.4091)]
1	年 月 日 第 號 機組 啟用 第 號 機組 於 年 月 日 啟用 第 機組 號 於 年 月 日 啟用 總 容量 升至 超過 伊泰普 成為 全球 容量 最大 的 水力發電 廠	[('成為', 33.6766), ('廠', 23.4246), ('超過', 23.3054), ('於', 21.3981), ('啟用', 19.8483)]
1	故事 在 之後 的 幾個 月間 延續 產生 名為 之章 編 的 第一個 故事 架構 其中 包含 在 年 月 到 月間 刊登 的 十 八則 情節	[('幾個', 34.0343), ('八則', 17.5238), ('之後', 12.9938), ('延續', 12.8746), ('情節', 12.6362)]
0	该校 成为 中国 第一所 招收 男女 同校 学生 的 高等 学府	[('成为', 3.3379), ('中国', 2.1458), ('该校', 1.5497), ('第一所', 1.3113), ('的', 0.9537)]
0	汪 东城 是 第一个 加入 飞轮 海 的 成员	[('第一个', 3.2187), ('成员', 2.1458), ('是', 1.7881), ('汪', 1.5497), ('加入', 1.1921)]
0	这些 前 火山 位于 阳明山 国家 公园 的 西部 从山 延伸 至	[('阳明山', 1.4305), ('的', 1.0729), ('公园', 0.8345), ('这些', 0.596), ('前', 0.596)]
0	它 的 打印 过程 通常 就是 利用 一个 带有 色块 的 色带 一次 铺 一种 颜色	[('色带', 0.8345), ('打印', 0.7153), ('颜色', 0.7153), ('带有', 0.596), ('色块', 0.596)]
0	这些 打字机 也 被 称为 优质 字符 打印机 因为 它们 可以 打印 出像 打字机 一样 清楚 明确 的 文本	[('打字机', 0.8345), ('打印', 0.7153), ('字符', 0.596), ('打印机', 0.596), ('优质', 0.4768)]
1	年 稍晚 時候 被 提名 為 黃金 時段 艾美獎 最佳 音樂 與 歌詞 獎 最終 輸給 了 自然 紀錄片 藍色 星球 的 配樂	[('配樂', 27.8354), ('紀錄片', 26.2856), ('時候', 17.2853), ('被', 16.6893), ('稍晚', 15.378)]
0	它 的 范围 包括 神秘 力量 理论 到 仅仅 描述 由于 生发 材料 或 环境 的 自然 限制 而 导致 的 发展 总 趋势	[('力量', 0.2384), ('理论', 0.2384), ('由于', 0.2384), ('它', 0.1192), ('的', 0.1192)]
1	盧梭 還 試圖 殺死 真秀 因為 在 她 的 團隊 進入 煙怪 的 巢穴 後 她 目睹 真秀 消失 刹那 相信 他 已 患有 這種 疾病	[('試圖', 51.558), ('盧梭', 43.0346), ('這種', 22.0537), ('的', 18.3582), ('後', 17.5238)]
0	世纪 年代 都乐 和 德尔 蒙 也 在 棉兰老岛 上 开设 种植园 分别 是 哥 打 巴托 省和布 基农省	[('世纪', 0.2384), ('德尔', 0.2384), ('分别', 0.2384), ('基农省', 0.2384), ('年代', 0.1192)]
0	东风 雷诺 汽车 有限公司 创立 于 年底 在 中国 有 一个 尚未 建成 的 生产 基地 计划 每年 生产 万辆 整车	[('有限公司', 0.9537), ('整车', 0.8345), ('在', 0.7153), ('的', 0.4768), ('年底', 0.3576)]
1	他 之後 與 蘇西 費爾德 曼 結婚 並 居住 在 德州 休士頓 的 郊區 艾爾拉哥	[('蘇西', 91.8508), ('休士頓', 80.8835), ('德州', 64.4922), ('艾爾拉哥', 63.8962), ('之後', 61.9888)]
1	他 的 年 熱門 作品 塵歸塵 宣告 我們 知道 湯姆 少校 是 癮君子	[('癮君子', 90.7779), ('熱門', 68.3069), ('塵歸塵', 55.8496), ('作品', 47.2665), ('湯姆', 46.7896)]
1	據 文獻 記載 英文 中 的 鳳梨 一 開始 是 用來 形容 針葉樹 的 果實 如今 均 改以 松果 稱 之	[('稱', 35.1071), ('據', 33.1402), ('之', 32.3653), ('如今', 31.054), ('果實', 23.663)]
1	每個 法庭 的 判決 結果 都 不 太 一樣	[('每個', 87.2016), ('結果', 65.3267), ('都', 51.7368), ('判決', 42.9749), ('不', 37.1337)]
1	時至今日 南京大學 設立 了 中國 首創 的 藝術 體育 心理學 商業 管理 等 科系	[('時至今日', 75.2211), ('首創', 50.0679), ('科系', 40.8292), ('了', 35.4648), ('體育', 33.6766)]
1	朝陽區 也 是 北京 的 使館區	[('的', 176.4297), ('使館區', 165.0453), ('朝陽區', 155.5085), ('是', 121.057), ('也', 111.7587)]
1	熱轉印 機 主要 應用 在 高畫質 的 彩色 印刷 上 包含 彩色照片 較 不 適合 用來 轉印 文字	[('高畫質', 80.049), ('熱轉印', 69.3202), ('用來', 45.7764), ('應用', 44.4651), ('主要', 40.1735)]
0	年 她 的 原创 独舞 雀 之灵 在 全国 舞蹈 比赛 中 获得 第一名 从而 在 全国 一举成名	[('比赛', 0.7153), ('获得', 0.7153), ('原创', 0.3576), ('第一名', 0.3576), ('全国', 0.2384)]
1	年 茂宜 鳳梨 公司 將 營運 規模 縮減 為 專營 茂宜 本島 的 鳳梨 供銷 業務 到 了 年 只 剩下 都樂 公司 的 鳳 梨園 還在 歐胡島 上 營運 產量 約莫 為 全球 總產量 的 千分之一	[('專營', 10.1328), ('歐胡島', 8.1062), ('千分之一', 7.2718), ('供銷', 5.4836), ('營運', 4.0531)]
0	仙林 校区 目前 与 鼓楼 校区 同 为主 校区	[('鼓楼', 15.0204), ('为主', 4.1723), ('仙林', 3.6955), ('校区', 3.2187), ('与', 0.8345)]
0	父母 在 林心 如 七岁 时 离婚 之后 她 与 母亲 一起 生活 母亲 每年 都 带 她 去 日本 探亲	[('七岁', 1.7881), ('林心', 0.596), ('离婚', 0.596), ('之后', 0.4768), ('时', 0.3576)]
1	兒童 區也 有 改善 並且 設計 靈魂 採用 自然 元素 包括 鳥形 燈具	[('燈具', 68.7242), ('鳥形', 36.6569), ('區也', 20.4444), ('並且', 20.3252), ('改善', 15.6164)]
0	人字 拖鞋 已有 数千年 历史 最早 可以 追溯 到 公元前 年 的 古 埃及 壁画	[('历史', 2328.5747), ('已有', 2.861), ('公元前', 2.265), ('追溯', 1.9073), ('拖鞋', 1.5497)]
1	該縣 管轄 的 離島 包括 小琉球 七星岩	[('該縣', 111.8779), ('離島', 75.3999), ('管轄', 67.2936), ('七星岩', 56.8628), ('包括', 47.2069)]
0	他 说服 他们 陪 他 做 一次 穿越 斯普林菲尔德 的 反常 骑行 以 愚蠢 的 滑稽 动作 扰乱 公民 的 日常 生活	[('说服', 7.0333), ('动作', 3.6955), ('扰乱', 2.9802), ('他们', 2.1458), ('斯普林菲尔德', 1.6689)]
0	支票 的 下 半 部分 是 要 被 机器 读取 的 因此 这部分 必须 使用 墨粉 或 墨水 打印	[('机器', 157.4159), ('必须', 13.5899), ('这部分', 7.2718), ('的', 6.4373), ('半', 5.4836)]
1	目視 檢測 的 目標 在於 讓 開發人員 得以 在 軟體 發生 故障 當下 透過 呈現 內容 清楚 明 瞭 的 資料 來 輕鬆 找到 他 她 所 需 的 資訊	[('當下', 23.067), ('資訊', 21.6365), ('瞭', 19.6099), ('檢測', 18.7755), ('的', 16.9873)]
1	年 月 出版 自傳 回憶錄	[('回憶錄', 299.0365), ('自傳', 186.8606), ('月', 94.5926), ('年', 88.6917), ('出版', 55.1343)]
1	當問 到 他 為 什麼 轉向 攝影 時 這位 藝術家 回答 沒有 什麼 特別 的 原因	[('攝影', 63.6578), ('原因', 47.1473), ('轉向', 41.6636), ('的', 38.6834), ('為', 36.4184)]
0	如今 都 不复存在	[('不复存在', 58555.603), ('都', 4.0531), ('如今', 2.3842)]
1	劇本 完成 一拖再拖 主要 是 因為 在 第一周 得 出庭 擔任 陪審員 接著 又 扭傷 了 腳踝	[('腳踝', 39.1603), ('陪審員', 38.8026), ('擔任', 35.8224), ('一拖再拖', 34.1535), ('出庭', 33.6766)]
1	進化論 生物學家 在 年 的 雜誌 上將 此詞 有力 地定 為 禁忌 指出 此詞 暗示 某種 超自然 力量	[('雜誌', 37.8489), ('某種', 35.7032), ('超自然', 25.034), ('禁忌', 22.769), ('上將', 19.7887)]
0	巴西 南部 和 巴拉圭 的 原住民 把 菠萝 带到 了 南美 各地 最终 菠萝 还 传至 加勒比海 中美洲 和 墨西哥 墨西哥 的 玛雅人 和 阿兹特 克人 种植 菠萝	[('传至', 2.861), ('原住民', 2.5034), ('巴拉圭', 2.265), ('带到', 1.5497), ('南部', 1.4305)]
1	鳳梨 在 採收 之後 就 不會 再 繼續 熟成	[('採收', 118.7921), ('熟成', 68.1281), ('繼續', 50.7832), ('鳳梨', 34.3323), ('不會', 34.3323)]
1	該 影片 設定 在 色彩鮮豔 的 劇院 內	[('影片', 192.4634), ('設定', 190.1984), ('色彩鮮豔', 145.7334), ('劇院', 116.3483), ('的', 48.7566)]
1	中國 航空 集團公司 中國 航空 的 母公司 中國 中信集團 中國 石化 奇虎 北京首都機場 等 都將 總部 設於 朝陽區	[('朝陽區', 290.0362), ('北京首都機場', 169.8732), ('設於', 138.3424), ('的', 127.7328), ('總部', 126.5407)]
1	以油 加熱 北平 烤鴨 鴨要 先 切成 薄片 放在 濾網 上 很快 過一鍋 滾油	[('過一鍋', 55.5515), ('滾油', 48.7566), ('加熱', 40.0543), ('鴨要', 38.147), ('濾網', 37.3125)]
0	火 熄灭 后 立即 把 鸭子 放进 烤炉 通过 烤炉 内 的 热量 对流 慢慢 把 肉 烤 熟	[('通过', 7.5102), ('熄灭', 4.2915), ('鸭子', 1.9073), ('后', 1.7881), ('立即', 1.6689)]
1	增添 光學 效果 來 表示 火 風暴 和 獸	[('來', 112.2355), ('風暴', 101.0895), ('光學', 85.3539), ('表示', 69.5586), ('增添', 68.6049)]
1	因此 陳 透過 將紙 轉變成 其 木雕 作品 的 材料 賦予 紙 全新 的 價值	[('材料', 138.4616), ('陳', 78.1417), ('作品', 72.6581), ('因此', 72.1812), ('木雕', 72.1812)]
1	新 的 名稱 在 滿語 中 的 意思 是 上升 也 符合 其 漢語 名字	[('名稱', 149.3096), ('其', 61.3928), ('是', 55.0747), ('的', 54.5979), ('也', 54.5979)]
0	热敏 打印机 的 工作 原理 是 有 选择地 在 热敏 打印 纸 的 确定 区域 上 加热	[('打印机', 1.0729), ('选择地', 0.596), ('确定', 0.4768), ('热敏', 0.3576), ('工作', 0.2384)]
0	年 月 日 宣布 从 年 月 日起 开通 北京 首都 都柏林 和 爱丁堡 的 往返 航班	[('从', 31088.8886), ('宣布', 853.0617), ('爱丁堡', 601.7089), ('和', 222.6233), ('年', 179.8272)]
1	樂隊 的 影響 範圍 主要 包括 另類 獨立 搖滾樂 隊 和	[('搖滾樂', 66.5784), ('和', 41.9617), ('樂隊', 41.1272), ('另類', 38.0278), ('隊', 32.5441)]
0	其中 一个 例子 是 的 合成词	[('合成词', 3372.9672), ('例子', 6.3181), ('的', 6.0797), ('是', 5.2452), ('其中', 5.126)]
0	因此 可能 被 发现 是 一颗 熔岩 海洋 行星 而 开普勒 的 成分 必定 主要 是 岩石 或 铁	[('发现', 1.3113), ('一颗', 1.0729), ('铁', 1.0729), ('被', 0.8345), ('可能', 0.7153)]
1	球體 內部 裝了 彈簧 能夠 傳送 球體 平移 以及 一共 六個 方向 軸的 角度 移位 動態 資訊 每個 方向 都 一視同仁	[('內部', 20.4444), ('資訊', 10.252), ('球體', 9.2983), ('平移', 7.391), ('軸的', 7.2718)]
0	年 月 日 日本 将 台湾 统治权 归还 中国 民国 政府 之后 高雄市 和 高雄县 分别 作为 台湾省 的 省辖市 和县 于 年 月 日 成立	[('统治权', 2.3842), ('高雄市', 2.265), ('日', 1.4305), ('月', 1.3113), ('年', 1.0729)]
0	南非 人用 剑麻 的 叶子 来 制作 凉鞋 的 带子 而 墨西哥 土著 使用 丝兰	[('剑麻', 16.5701), ('带子', 2.0266), ('叶子', 1.9073), ('土著', 1.3113), ('制作', 0.7153)]
1	在 成體 中 星狀 細胞 會 表現 受體 並 透過 來 調節 表現 出 之 神經 母細胞 的 快速 移行	[('星狀', 45.5976), ('成體', 44.167), ('受體', 39.9947), ('來', 37.0145), ('會', 34.3919)]
0	除了 可以 移动 光标 之外 电脑 鼠标 还有 一个 或 一个 以上 的 按键 利用 按键 可以 在 显示屏 上 进行 菜 单项 选择 等 操作 鼠标 通常 还有 其他 元素 比如 利用 接触面 和 轮子 可以 进行 额外 的 控制 输入 和 额外 的 维度 输入	[('鼠标', 1.1921), ('可以', 1.0729), ('按键', 1.0729), ('一个', 0.9537), ('或', 0.9537)]
1	裘莉 在 年 月 日 於 日內瓦 的 總部 獲 任命 為 親善大使	[('親善大使', 72.6581), ('日內瓦', 56.2668), ('裘莉', 54.5979), ('任命', 44.2266), ('總部', 39.9947)]
0	南京 国子监 的 印刷 部门 几百年 来 一直 都 是 出版 中心	[('部门', 4.0531), ('几百年', 1.1921), ('的', 0.8345), ('来', 0.596), ('一直', 0.4768)]
0	这样 他 无意 中 获得 了 一片 隐藏 的 仙人掌 塞特 和 麦奇 计划 私自 将 其 用作 娱乐性 药物	[('这样', 0.8345), ('获得', 0.7153), ('塞特', 0.7153), ('的', 0.3576), ('无意', 0.2384)]
0	笔下 森林 的 智慧 与 等 其他 科幻 作家 作品 中 的 植物 人 所 占据 的 低级 地位 形成 对比	[('笔下', 26.1068), ('与', 2.0266), ('智慧', 1.6689), ('占据', 1.4305), ('低级', 1.3113)]
1	酪 梨 和 香蕉 一樣 都 是 更 年 型 水果 會 在 樹上 逐漸 成熟 但 要 在 採摘 下來 之後 才 會 熟透	[('樹上', 70.3335), ('採摘', 42.6173), ('一樣', 34.6303), ('逐漸', 31.054), ('會', 30.5772)]
1	駁回 了 後 一個 唱片 公司 的 評論 他 說 我 絕對 不會 認為 我們 是 一支 流行 朋克 樂隊	[('駁回', 57.9357), ('唱片', 36.6569), ('後', 35.8224), ('樂隊', 35.7032), ('朋克', 34.1535)]
0	年 至 年 兰州 曾 拥有 一支 名为 甘肃 天马 足球 俱乐部 的 专业 足球队	[('兰州', 2.3842), ('曾', 1.6689), ('一支', 1.6689), ('年', 1.3113), ('至', 1.3113)]
1	該校 有 個 學院 文學院 工學院 理學院 社會科學院 法律 學院 生物資源 暨 農學院 管理 學院 公衛 學院 電機 資訊 學院 醫學院 生命 科學院	[('社會科學院', 22.2325), ('電機', 22.2325), ('管理', 15.4376), ('公衛', 14.9608), ('生物資源', 14.4839)]
1	巴基斯坦 電視 公司 是 國營企業 且 由 國家 監管 的 電視廣播 網路	[('電視廣播', 49.0546), ('網路', 45.2399), ('國家', 32.0077), ('電視', 30.5772), ('國營企業', 29.9811)]
1	於 年 夏天 回到 波士頓 並 受到 英雄 般 歡迎	[('波士頓', 86.6055), ('歡迎', 65.4459), ('年', 35.8224), ('並', 33.915), ('受到', 28.3122)]
1	說 我們 正在 重建 企業 號 今年 會 有點 不同 所以 我們 必須 從 這些 角度 來 考慮 他們 認為 最好 的 方法 是 立即 向 觀眾 展示 並讓 做 一些 事情 進行 介紹	[('並讓', 17.0469), ('一些', 13.7091), ('認為', 12.9938), ('會', 12.7554), ('的', 12.7554)]
0	高雄 是 台湾 西南部 的 主要 国际 港口 和 工业 城市	[('工业', 8.2254), ('台湾', 4.53), ('高雄', 1.5497), ('西南部', 1.4305), ('城市', 1.4305)]
1	有個 與 滑鼠 相關 的 控制器 名為 在 工作 表面 上方 設置 了 一顆 能夠 輕鬆 讓 人 抓握 的 球體	[('球體', 28.6698), ('抓握', 19.0139), ('滑鼠', 18.2986), ('控制器', 16.7489), ('與', 16.1529)]
0	最初 该 公司 百分之一 的 股份 在 场外 发售 其中 四分之一 的 股份 由 母公司 长荣 海运 股份 有限公司 和 长荣 航空 员工 分别 持有	[('发售', 1.9073), ('海运', 1.6689), ('该', 1.3113), ('的', 1.3113), ('场外', 1.0729)]
1	後來 嫁給 了 一位 葡萄酒 商人 她 經常 去 義大利 和 法國 旅行 並 經常 幻想 擁有 自己 的 葡萄園	[('嫁給', 64.373), ('經常', 44.167), ('並', 39.9947), ('後來', 38.9218), ('義大利', 35.3456)]
1	紐西蘭 是 人類 到 了 近代 才 正式 定居 的 主要 陸地 區域 之一	[('區域', 57.9357), ('陸地', 56.5052), ('定居', 52.3329), ('紐西蘭', 41.0676), ('了', 33.4382)]
0	帖子 按 从 新 到 旧 的 顺序 显示 每天 数次 实时 使用 软件 手动 更新 编码 文本	[('编码', 0.596), ('实时', 0.4768), ('的', 0.3576), ('软件', 0.3576), ('顺序', 0.2384)]
0	和 点阵 式打印机 一样 使用 语言 的 激光 打印机 可以 混合 文本 和 图像 但论 其 输出 质量 在 此 之前 只有 商业 排字 机才 有 这样 的 水准	[('式打印机', 0.7153), ('图像', 0.3576), ('商业', 0.2384), ('机才', 0.2384), ('点阵', 0.1192)]
0	多种 智能 手机 都 需要 使用 回形针 等 薄 的 长形 物体 弹出 卡 有 的 也 建议 使用 回形针 重新 设置 设备	[('多种', 0.9537), ('都', 0.3576), ('设置', 0.3576), ('手机', 0.2384), ('回形针', 0.2384)]
1	的 倉庫 位 在 其 住宅 後方 東邊 處 一般 都 以 為 已 在 年 其 住宅 獲選 登錄 為 國家 歷史 遺跡 名單 中時 也 一同 列入 但 直到 年代 後 半 伊利諾 州 歷史 保護局 才 發現 當時 列入 名單 的 只有 住宅 而已	[('伊利諾', 12.815), ('中時', 10.7884), ('倉庫', 10.6692), ('當時', 10.6692), ('保護局', 10.55)]
0	年 月 日 宣布 由 汪 东城 取代 吴尊 出演 日漫改 编剧 绝对 达令 的 男 主角 天城 奈特 由 韩国 女 演员 具惠善 饰演 井泽梨衣子	[('编剧', 2.5034), ('东城', 2.0266), ('饰演', 1.9073), ('吴尊', 1.6689), ('奈特', 1.0729)]
1	人字拖 的 綁帶 會 導致 摩擦力 問題 例如 在 行 走時 磨到 腳	[('人字拖', 134.4085), ('綁帶', 90.301), ('的', 79.453), ('導致', 58.4126), ('走時', 45.1207)]
0	据 推测 同一 时期 还有 第三个 军团 驻扎 在 达 契亚 那 就是 第一 军团	[('时期', 1.7881), ('驻扎', 1.4305), ('契亚', 1.0729), ('第三个', 0.8345), ('军团', 0.8345)]
1	年 月 長榮 航空 發表 第二季 虧損 報告 原因 在於 燃料 成本上升	[('成本上升', 74.0886), ('發表', 69.4394), ('在於', 60.2007), ('燃料', 57.3397), ('月', 35.4648)]
1	他 曾 獲台灣 的 國家 文化 藝術 基金會 紐約 瓊 米 契 基金會 傅利曼 基金會 獎助	[('傅利曼', 62.108), ('獎助', 45.0015), ('的', 34.8687), ('國家', 32.0077), ('獲台灣', 26.2856)]
1	月 日 她 回到 倫敦 接受 專訪 錄影 訪問 中 也 演唱 了	[('回到', 94.8906), ('日', 84.1022), ('專訪', 82.0756), ('月', 79.6914), ('了', 59.9623)]
